Card Number,Card Name,Level,Rank,Link,Card Text,Status,Card Type,Pendulum Effect,Pendulum Scale,Attribute,Monster Type,ATK,DEF
12963,Magician's Right Hand,,,,"Negate the effect of your opponent's first Spell Card or effect that resolves each turn while you control a Spellcaster monster, and if you do, or if it did not have an effect, destroy that card.",Unlimited,Continuous Spell,,,,,,
12417,Magician's Robe,2.0,,,"During your opponent's turn (Quick Effect): You can discard 1 Spell/Trap; Special Summon 1 ""Dark Magician"" from your Deck. During your opponent's turn, if you activate a Spell/Trap Card or effect while this card is in your GY (except during the Damage Step): You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Magician's Robe"" once per turn.",Unlimited,Effect Monster,,,DARK,Spellcaster,700.0,2000.0
12418,Magician's Rod,3.0,,,"When this card is Normal Summoned: You can add 1 Spell/Trap from your Deck to your hand, that specifically lists the card ""Dark Magician"" in its text. During your opponent's turn, if you activate a Spell/Trap Card or effect while this card is in your GY (except during the Damage Step): You can Tribute 1 Spellcaster monster; add this card to your hand. You can only use each effect of ""Magician's Rod"" once per turn.",Unlimited,Effect Monster,,,DARK,Spellcaster,1600.0,100.0
5869,Magician's Valkyria,4.0,,,"Monsters your opponent controls cannot target face-up Spellcaster-Type monsters for attacks, except this one.",Unlimited,Effect Monster,,,LIGHT,Spellcaster,1600.0,1800.0
6169,Magicians Unite,,,,"If you control 2 or more Attack Position Spellcaster monsters: Target 1 of them; its ATK becomes 3000 until the end of this turn, also for the rest of this turn after this card resolves, other Spellcaster monsters you control cannot attack.",Unlimited,Normal Spell,,,,,,
14909,Magicians' Combination,,,,"Once per turn, when a card or effect is activated (except during the Damage Step): You can Tribute 1 ""Dark Magician"" or 1 ""Dark Magician Girl""; Special Summon 1 ""Dark Magician"" or 1 ""Dark Magician Girl"" from your hand or GY, with a different name from the Tributed monster, and if you do, negate that activated effect. If this face-up card is sent from the Spell & Trap Zone to the GY: You can destroy 1 card on the field.",Unlimited,Continuous Trap,,,,,,
12511,Magicians' Defense,,,,"While you control a Spellcaster-Type monster, any damage you take is halved. (You cannot halve the same damage twice this way.) If this card is sent from the field to the Graveyard: You can target 1 Spellcaster-Type monster in your Graveyard; Special Summon it.",Unlimited,Continuous Trap,,,,,,
14906,Magicians' Souls,1.0,,,"You can send up to 2 Spells/Traps from your hand and/or field to the GY; draw that many cards. If this card is in your hand: You can send 1 Level 6 or higher Spellcaster monster from your Deck to the GY, then activate 1 of these effects;●Special Summon this card.●Send this card to the GY, then, you can Special Summon 1 ""Dark Magician"" or 1 ""Dark Magician Girl"" from your GY.You can only use each effect of ""Magicians' Souls"" once per turn.",Unlimited,Effect Monster,,,DARK,Spellcaster,0.0,0.0
8799,Magidog,4.0,,,"If this card is sent to the Graveyard for the Synchro Summon of a Spellcaster-Type monster, you can select and add 1 Field Spell Card from your Graveyard to your hand.",Unlimited,Effect Monster,,,LIGHT,Spellcaster,1700.0,1000.0
14441,Magister of Endymion,3.0,,,"You can only Special Summon ""Magister(s) of Endymion"" once per turn. When this card declares an attack: You can place 1 Spell Counter on it. Once per opponent's turn (Quick Effect): You can remove 3 Spell Counters from your field; Special Summon 1 monster from your Deck that you can place a Spell Counter on. If this card in the Monster Zone is destroyed: You can place this card in your Pendulum Zone, then place the same number of Spell Counters on it that it had as a monster.",Unlimited,Pendulum / Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. You can remove 3 Spell Counters from this card; Special Summon both this card from your Pendulum Zone and 1 face-up monster from your Extra Deck that you can place a Spell Counter on, and if you do, place 1 Spell Counter on each.",8.0,EARTH,Spellcaster,1500.0,900.0
14914,Magistery Alchemist,,,,"Banish 4 ""HERO"" monsters from your GY and/or face-up field, then target 1 ""HERO"" monster in your GY; Special Summon it, ignoring its Summoning conditions. If you banished EARTH, WATER, FIRE, and WIND Attributes to activate this effect, the monster's original ATK becomes doubled, also negate the effects of all face-up cards your opponent currently controls. You can only activate 1 ""Magistery Alchemist"" per turn.",Unlimited,Normal Trap,,,,,,
11709,Magma Dragon,4.0,,,"When this card is Special Summoned: You can target 1 Wyrm-Type monster in your Graveyard, except ""Magma Dragon""; Special Summon it in Defense Position, but its effects are negated. You can only use this effect of ""Magma Dragon"" once per turn. You cannot Special Summon monsters the turn you activate this effect, except Wyrm-Type monsters.",Unlimited,Effect Monster,,,FIRE,Wyrm,1600.0,1200.0
7689,Magna Drago,2.0,,,If this card inflicts battle damage to your opponent: It gains 200 ATK.,Unlimited,Tuner / Effect Monster,,,FIRE,Dragon,1400.0,600.0
7120,Magna-Slash Dragon,6.0,,,You can send 1 face-up Continuous Spell Card you control to the Graveyard to destroy 1 Spell or Trap Card your opponent controls.,Unlimited,Effect Monster,,,LIGHT,Dragon,2400.0,1200.0
13227,Magnarokket Dragon,4.0,,,"When a Link Monster's effect is activated that targets this face-up card on the field (Quick Effect): You can destroy this card, then send 1 monster on the field to the GY. During the End Phase, if this card is in the GY because it was destroyed on the field by battle or card effect and sent there this turn: You can Special Summon 1 ""Rokket"" monster from your Deck, except ""Magnarokket Dragon"". You can only use each effect of ""Magnarokket Dragon"" once per turn.",Unlimited,Effect Monster,,,DARK,Dragon,1800.0,1200.0
6572,Magnet Circle LV2,,,,Special Summon 1 Level 2 or lower Machine-Type monster from your hand.,Unlimited,Normal Spell,,,,,,
12580,Magnet Conversion,,,,"Target up to 3 Level 4 or lower ""Magnet Warrior"" monsters in your Graveyard; add them to your hand. During either player's turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 of your banished Level 4 or lower ""Magnet Warrior"" monsters; Special Summon it.",Unlimited,Normal Trap,,,,,,
12569,Magnet Force,,,,"This turn, all monsters on the field whose original Types are Machine or Rock, are unaffected by your opponent's monster effects (except their own).",Unlimited,Normal Trap,,,,,,
12568,Magnet Reverse,,,,"Target 1 of your Machine or Rock monsters, that is banished or is in your GY, that cannot be Normal Summoned/Set; Special Summon it.",Unlimited,Quick-Play Spell,,,,,,
12578,Magnetic Field,,,,"If you control a Level 4 or lower EARTH Rock-Type monster: You can target 1 Level 4 or lower ""Magnet Warrior"" monster in your Graveyard; Special Summon it. You can only use this effect of ""Magnetic Field"" once per turn. Once per turn, at the end of the Damage Step, when an EARTH Rock-Type monster you control battled an opponent's monster, but the opponent's monster was not destroyed by the battle: You can return that opponent's monster to the hand.",Unlimited,Field Spell,,,,,,
7439,Magnetic Mosquito,3.0,,,FLIP: Destroy all face-up Machine-Type monsters on the field.,Unlimited,Effect Monster,,,LIGHT,Insect,300.0,1000.0
14174,Magnificent Machine Angel,,,,"Tribute 1 ""Cyber Angel"" Ritual Monster from your hand or field, then target 1 LIGHT Fairy monster you control; it gains ATK/DEF equal to the Level the monster had when Tributed x 200, until the end of this turn. This turn, if it battles an opponent's monster that was Special Summoned from the Extra Deck, that opponent's monster's effects are negated during that Battle Phase only. You can only activate 1 ""Magnificent Machine Angel"" per turn.",Unlimited,Quick-Play Spell,,,,,,
10539,Magnum Shield,,,,"Equip only to a Warrior-Type monster. Apply this effect, depending on its battle position.●Attack Position: It gains ATK equal to its original DEF.●Defense Position: It gains DEF equal to its original ATK.",Unlimited,Equip Spell,,,,,,
4499,Maha Vailo,4.0,,,This card gains 500 ATK for each Equip Card equipped to this card.,Unlimited,Effect Monster,,,LIGHT,Spellcaster,1550.0,1400.0
5373,Maharaghi,4.0,,,"This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. If this card is Normal Summoned or flipped face-up, look at 1 card on the top of your Deck during your next Draw Phase (before you draw), and return the card to the top or the bottom of your Deck.",Unlimited,Spirit / Effect Monster,,,EARTH,Rock,1200.0,1700.0
13400,Mahjong Munia Maidens,2.0,,,"FLIP: You can draw 1 card, then discard 1 card.Once per turn: You can change this card to face-down Defense Position.",Unlimited,Flip / Effect Monster,,,WIND,Winged Beast,200.0,2000.0
10305,Mahunder,4.0,,,"Once per turn: You can Normal Summon 1 Level 4 LIGHT Thunder-Type monster from your hand, except ""Mahunder"", as an additional Normal Summon.",Unlimited,Effect Monster,,,LIGHT,Thunder,1400.0,700.0
7660,Maiden of Macabre,4.0,,,"Each time this card destroys an opponent's monster by battle, place 1 Spell Counter on it. This card gains 200 ATK for each Spell Counter on it.",Unlimited,Effect Monster,,,DARK,Spellcaster,1700.0,0.0
5026,Maiden of the Aqua,4.0,,,"As long as this card remains face-up on the field, the field is treated as ""Umi"" (however there is no increasing or decreasing of ATK/DEF due to ""Umi""'s effect). If there is an active Field Spell Card on the field, this effect is not applied.",Unlimited,Effect Monster,,,WATER,Aqua,700.0,2000.0
4637,Maiden of the Moonlight,4.0,,,A sorcerer blessed by lunar light with powers far beyond mortal comprehension.,Unlimited,Normal Monster,,,LIGHT,Spellcaster,1500.0,1300.0
10588,Maiden with Eyes of Blue,1.0,,,"When a card or effect is activated that targets this card (Quick Effect): You can Special Summon 1 ""Blue-Eyes White Dragon"" from your hand, Deck, or GY. When this card is targeted for an attack: You can negate the attack, and if you do, change the battle position of this card, then you can Special Summon 1 ""Blue-Eyes White Dragon"" from your hand, Deck, or GY. You can only use 1 ""Maiden with Eyes of Blue"" effect per turn, and only once that turn.",Unlimited,Tuner / Effect Monster,,,LIGHT,Spellcaster,0.0,0.0
11969,Majespecter Cat - Nekomata,3.0,,,"When this card is Normal or Special Summoned: You can add 1 ""Majespecter"" card from your Deck to your hand during the End Phase of this turn. You can only use this effect of ""Majespecter Cat - Nekomata"" once per turn. Cannot be targeted or destroyed by your opponent's card effects.",Unlimited,Pendulum / Effect Monster,Pendulum Effect,2.0,WIND,Spellcaster,100.0,1800.0
11971,Majespecter Crow - Yata,4.0,,,"When this card is Normal or Special Summoned: You can add 1 ""Majespecter"" Spell Card from your Deck to your hand. You can only use this effect of ""Majespecter Crow - Yata"" once per turn. Cannot be targeted or destroyed by your opponent's card effects.",Unlimited,Pendulum / Effect Monster,Pendulum Effect,5.0,WIND,Spellcaster,1000.0,1500.0
12004,Majespecter Cyclone,,,,"Tribute 1 WIND Spellcaster-Type monster, then target 1 monster your opponent controls; destroy it.",Unlimited,Quick-Play Spell,,,,,,
11972,Majespecter Fox - Kyubi,4.0,,,"When this card is Normal or Special Summoned: You can add 1 ""Majespecter"" Trap Card from your Deck to your hand. You can only use this effect of ""Majespecter Fox - Kyubi"" once per turn. Cannot be targeted or destroyed by your opponent's card effects.",Unlimited,Pendulum / Effect Monster,Pendulum Effect,2.0,WIND,Spellcaster,1500.0,1000.0
12810,Majespecter Gust,,,,"Target 1 ""Majespecter"" card in your Pendulum Zone; Special Summon it.",Unlimited,Normal Trap,,,,,,
11970,Majespecter Raccoon - Bunbuku,3.0,,,"When this card is Normal or Special Summoned: You can add 1 ""Majespecter"" monster from your Deck to your hand. You can only use this effect of ""Majespecter Raccoon - Bunbuku"" once per turn. Cannot be targeted or destroyed by your opponent's card effects.",Unlimited,Pendulum / Effect Monster,Pendulum Effect,5.0,WIND,Spellcaster,1200.0,900.0
12172,Majespecter Sonics,,,,"Target 1 ""Majespecter"" monster you control; until the end of this turn, its ATK and DEF become double its current ATK and DEF, also any battle damage it inflicts to your opponent is halved.",Unlimited,Quick-Play Spell,,,,,,
12003,Majespecter Storm,,,,"Tribute 1 WIND Spellcaster-Type monster, then target 1 monster your opponent controls; shuffle it into the Deck.",Unlimited,Normal Spell,,,,,,
12182,Majespecter Supercell,,,,"While you have a ""Majespecter"" card in your Pendulum Zone, the activation and effects of other ""Majespecter"" cards activated on your side of the field cannot be negated. Once per turn: You can target 5 ""Majespecter"" cards in your Graveyard; shuffle all 5 into the Deck, then draw 1 card.",Unlimited,Continuous Trap,,,,,,
12017,Majespecter Tempest,,,,"When a monster(s) would be Special Summoned, or a monster effect is activated: Tribute 1 WIND Spellcaster-Type monster; negate the Summon or activation, and if you do, destroy that card.",Unlimited,Counter Trap,,,,,,
12138,Majespecter Toad - Ogama,4.0,,,"When this card is Normal or Special Summoned: You can Set 1 ""Majespecter"" Spell/Trap Card directly from your Deck, but it cannot activate this turn. You can only use this effect of ""Majespecter Toad - Ogama"" once per turn. Cannot be targeted or destroyed by your opponent's card effects.",Unlimited,Pendulum / Effect Monster,Pendulum Effect,5.0,WIND,Spellcaster,1300.0,500.0
12016,Majespecter Tornado,,,,"Tribute 1 WIND Spellcaster-Type monster, then target 1 monster your opponent controls; banish it.",Unlimited,Normal Trap,,,,,,
11973,Majespecter Unicorn - Kirin,6.0,,,"During either player's turn: You can target 1 Pendulum Monster in your Monster Zone and 1 monster your opponent controls; return them to the hand(s). You can only use this effect of ""Majespecter Unicorn - Kirin"" once per turn. Cannot be targeted or destroyed by your opponent's card effects.",Forbidden,Pendulum / Effect Monster,Pendulum Effect,2.0,WIND,Spellcaster,2000.0,2000.0
11996,"Majester Paladin, the Ascending Dracoslayer",,4.0,,"2 Level 4 Pendulum MonstersWhen this card is Xyz Summoned: You can add 1 Pendulum Monster from your Deck to your hand during the End Phase of this turn. Once per turn: You can detach 1 Xyz Material from this card; Special Summon 1 face-up ""Dracoslayer"" Pendulum Monster from your Extra Deck, but it cannot be used as an Xyz Material for a Summon.",Unlimited,Xyz / Effect Monster,,,WIND,Dragon,1850.0,2000.0
8436,Majestic Dragon,1.0,,,"Cannot be used as a Synchro Material, except for the Synchro Summon of a ""Majestic"" monster.",Unlimited,Tuner / Effect Monster,,,LIGHT,Dragon,0.0,0.0
6689,Majestic Mech - Goryu,8.0,,,"You can Tribute Summon (but not Set) this card with 1 Tribute. If Summoned this way, during the End Phase: Send it to the Graveyard. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.",Unlimited,Effect Monster,,,LIGHT,Fairy,2900.0,1800.0
6688,Majestic Mech - Ohka,6.0,,,"You can Normal Summon this card without Tributing. If you do, during the End Phase: Send it to the Graveyard.",Unlimited,Effect Monster,,,LIGHT,Fairy,2400.0,1400.0
6687,Majestic Mech - Senku,4.0,,,When this card inflicts Battle Damage to your opponent by a direct attack: Draw 1 card. During the End Phase of the turn this card was Summoned: Send it to the Graveyard.,Unlimited,Effect Monster,,,LIGHT,Fairy,1000.0,500.0
8651,Majestic Red Dragon,10.0,,,"""Majestic Dragon"" + ""Red Dragon Archfiend"" + 1 non-Tuner monsterCannot be destroyed by card effects. After damage calculation, if this card attacks: Destroy all Defense Position monsters on the field. Once per turn: You can target 1 face-up monster your opponent controls; negate its effects, and if you do, this card gains ATK equal to that monster's ATK. These changes last until the end of this turn. During the End Phase: Target 1 ""Red Dragon Archfiend"" in your Graveyard; return this card from the field to the Extra Deck, then Special Summon that target.",Unlimited,Synchro / Effect Monster,,,DARK,Dragon,4000.0,3000.0
8475,Majestic Star Dragon,10.0,,,"""Majestic Dragon"" + ""Stardust Dragon"" + 1 non-Tuner monsterDuring either player's turn, when your opponent activates a card or effect: You can Tribute this card; negate the activation, and if you do, destroy all cards your opponent controls. Once per turn: You can target 1 face-up monster your opponent controls; negate its effects until the end of this turn, and you can activate 1 of its effects as this card's effect once this turn. During the End Phase: Target 1 ""Stardust Dragon"" in your Graveyard; return this card from the field to the Extra Deck, then Special Summon that target.",Unlimited,Synchro / Effect Monster,,,WIND,Dragon,3800.0,3000.0
12934,"Majesty Maiden, the True Dracocaster",5.0,,,"To Tribute Summon this card face-up, you can Tribute a Continuous Spell/Trap you control, instead of a monster. Once per turn, when your opponent activates a card or effect while you control this Tribute Summoned monster (Quick Effect): You can add 1 ""True Draco"" or ""True King"" monster from your Deck to your hand.",Unlimited,Effect Monster,,,WIND,Wyrm,2300.0,1500.0
12587,Majesty with Eyes of Blue,,,,"Send 1 ""Blue-Eyes"" monster from your hand or Deck to the GY, then target 1 face-up monster on the field; it cannot attack while it is face-up on the field. You can only activate 1 ""Majesty with Eyes of Blue"" per turn.",Unlimited,Quick-Play Spell,,,,,,
11063,Majesty's Fiend,6.0,,,Cannot be Special Summoned. Neither player can activate monster effects.,Unlimited,Effect Monster,,,LIGHT,Fiend,2400.0,1000.0
12002,Majesty's Pegasus,,,,"All ""Majespecter"" monsters on the field gain 300 ATK and DEF. You can Tribute 1 WIND Spellcaster-Type monster; Special Summon 1 Level 4 or lower ""Majespecter"" monster from your Deck. You can only use this effect of ""Majesty's Pegasus"" once per turn.",Unlimited,Field Spell,,,,,,
6242,Maji-Gire Panda,4.0,,,"Each time a Beast-Type monster(s) on the field is destroyed, this card gains 500 ATK.",Unlimited,Effect Monster,,,EARTH,Beast,1000.0,800.0
9327,Majioshaleon,5.0,,,"Your opponent cannot select this card as an attack target while they control any Spell/Trap Cards. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.",Unlimited,Effect Monster,,,WATER,Reptile,2000.0,800.0
10930,Majiosheldon,3.0,,,"Cannot be Special Summoned, except by its own effect. If this card is Tributed for a Tribute Summon, during your next Standby Phase: You can Special Summon this card from your Graveyard. You cannot Special Summon monsters from the Extra Deck during the turn you activate this effect.",Unlimited,Effect Monster,,,WATER,Warrior,800.0,2000.0
4955,Major Riot,,,,You can activate this card when 1 or more of your monsters are returned from the field to your hand. Return all Monster Cards on the field to your respective hands. Both you and your opponent can then Special Summon from your hand the same number of Monster Cards on the field in face-down Defense Position.,Unlimited,Normal Trap,,,,,,
5716,Maju Garzett,7.0,,,The ATK of this card becomes equal to the combined original ATK of the 2 monsters you Tributed for the Tribute Summon of this card.,Unlimited,Effect Monster,,,DARK,Fiend,,0.0
5237,"Makiu, the Magical Mist",,,,"Target 1 ""Summoned Skull"", or 1 Thunder monster, in your Monster Zone; destroy all monsters your opponent controls with DEF less than or equal to the ATK of that monster. You cannot conduct your Battle Phase the turn you activate this card.",Unlimited,Normal Spell,,,,,,
5285,Makyura the Destructor,4.0,,,"During the turn this card was sent to the Graveyard, you can activate Trap Cards from your hand.",Forbidden,Effect Monster,,,DARK,Warrior,1600.0,1200.0
11635,"Malacoda, Netherlord of the Burning Abyss",6.0,,,"You can Ritual Summon this card with ""Good & Evil in the Burning Abyss"". Must be Ritual Summoned, and cannot be Special Summoned by other ways. Once per turn, during either player's turn: You can send 1 ""Burning Abyss"" monster from your hand to the Graveyard, then target 1 face-up monster your opponent controls; until the end of this turn, that target loses ATK and DEF equal to the ATK and DEF of the ""Burning Abyss"" monster sent to the Graveyard this way. If this card is sent from the field to the Graveyard: You can target 1 card on the field; send it to the Graveyard.",Unlimited,Ritual / Effect Monster,,,DARK,Fiend,2700.0,2200.0
8864,Malefic Blue-Eyes White Dragon,8.0,,,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 ""Blue-Eyes White Dragon"" from your Deck. There can only be 1 face-up ""Malefic"" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.",Unlimited,Effect Monster,,,DARK,Dragon,3000.0,2500.0
9233,Malefic Claw Stream,,,,"Activate only if you control a face-up ""Malefic"" monster. Select 1 monster your opponent controls, and destroy it.",Unlimited,Normal Trap,,,,,,
9041,Malefic Cyber End Dragon,10.0,,,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned, except by removing from play 1 ""Cyber End Dragon"" from your Extra Deck. There can only be 1 face-up ""Malefic"" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.",Unlimited,Effect Monster,,,DARK,Machine,4000.0,2800.0
14371,Malefic Divide,,,,"Target 1 ""Malefic"" monster in your GY; Special Summon it, ignoring its Summoning conditions, but its effects are negated, also banish it during the End Phase.",Unlimited,Quick-Play Spell,,,,,,
8867,Malefic Paradox Dragon,10.0,,,"""Malefic Parallel Gear"" + 1 non-Tuner ""Malefic"" monsterWhen this card is Synchro Summoned, you can select 1 Synchro Monster in either player's Graveyard, and Special Summon it. There can only be 1 face-up ""Malefic Paradox Dragon"" on the field. If ""Malefic World"" is not face-up on the field, destroy this card.",Unlimited,Synchro / Effect Monster,,,DARK,Dragon,4000.0,4000.0
14379,Malefic Paradox Gear,1.0,,,"If a face-up Field Spell is on the field: You can Tribute this card; Special Summon 1 ""Malefic Parallel Gear"" from your Deck, then, add 1 ""Malefic"" monster from your Deck to your hand, except ""Malefic Paradox Gear"". If a ""Malefic"" monster would banish a monster to Special Summon itself by its own way, you can banish this card you control or in your GY instead. You can only use each effect of ""Malefic Paradox Gear"" once per turn.",Unlimited,Effect Monster,,,DARK,Machine,0.0,0.0
9043,Malefic Parallel Gear,2.0,,,"When using this card as a Synchro Material Monster, the other Synchro Material Monster is 1 ""Malefic"" monster in your hand.",Unlimited,Tuner / Effect Monster,,,DARK,Machine,0.0,0.0
9044,Malefic Rainbow Dragon,10.0,,,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned, except by removing from play 1 ""Rainbow Dragon"" from your hand or Deck. There can only be 1 face-up ""Malefic"" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.",Unlimited,Effect Monster,,,DARK,Dragon,4000.0,0.0
8892,Malefic Red-Eyes B. Dragon,7.0,,,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 ""Red-Eyes B. Dragon"" from your Deck. There can only be 1 face-up ""Malefic"" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.",Unlimited,Effect Monster,,,DARK,Dragon,2400.0,2000.0
14372,Malefic Selector,,,,"Banish 2 ""Malefic"" cards from your GY; add 2 ""Malefic"" cards from your Deck to your hand, except ""Malefic Selector"", with different names from each other and from the banished cards. You can only activate 1 ""Malefic Selector"" per turn.",Unlimited,Normal Spell,,,,,,
8865,Malefic Stardust Dragon,8.0,,,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by banishing 1 ""Stardust Dragon"" from your Extra Deck, and cannot be Special Summoned by other ways. There can only be 1 face-up ""Malefic"" monster on the field. Face-up Field Spell Cards cannot be destroyed by effects. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.",Unlimited,Effect Monster,,,DARK,Dragon,2500.0,2000.0
14380,Malefic Territory,,,,"When this card is activated: You can activate 1 ""Malefic World"" from your Deck. While that card is in the Field Zone, neither player can target a card(s) in the Field Zone with card effects. The ""Malefic"" monster effect, ""There can only be 1 face-up ""Malefic"" monster on the field"" becomes ""There can only be 1 face-up ""Malefic"" monster on the field with the same name"". During the Battle Phase, negate the effects of face-up ""Malefic"" monsters on the field.",Unlimited,Continuous Spell,,,,,,
9042,Malefic Truth Dragon,12.0,,,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect, and cannot be Special Summoned by other ways. If a ""Malefic"" monster you control, except ""Malefic Truth Dragon"", is destroyed by battle or by card effect: You can pay half your Life Points; Special Summon this card from your hand or Graveyard. There can only be 1 ""Malefic"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. If this card destroys an opponent's monster by battle: Destroy all face-up monsters your opponent controls.",Unlimited,Effect Monster,,,DARK,Dragon,5000.0,5000.0
14373,Malefic Tune,,,,"If a face-up ""Malefic"" monster(s) you control is destroyed by battle or an opponent's card effect: Draw 2 cards. If a face-up ""Malefic"" monster(s) you control is destroyed, while this card is in your GY (except during the Damage Step): You can banish this card from your GY; add 1 ""Malefic"" monster from your Deck to your hand. You can only use each effect of ""Malefic Tune"" once per turn.",Unlimited,Normal Trap,,,,,,
9232,Malefic World,,,,"While this card is face-up on the field, you can activate this effect instead of conducting a normal draw during your Draw Phase. Choose 3 ""Malefic"" cards from your Deck and have your opponent pick 1 of them at random to add to your hand. Shuffle the rest back into your Deck.",Unlimited,Field Spell,,,,,,
5493,Malevolent Catastrophe,,,,When an opponent's monster declares an attack: Destroy all Spell and Trap Cards on the field.,Unlimited,Normal Trap,,,,,,
7855,Malevolent Mech - Goku En,6.0,,,"You can Normal Summon this card without Tributing. Once per turn, during the End Phase, if this card was Summoned this way: Send it to the GY, then take damage equal to its original ATK in the GY. This card must be the only Zombie monster on the field to activate and to resolve this effect.",Unlimited,Effect Monster,,,LIGHT,Zombie,2400.0,1400.0
4327,Malevolent Nuzzler,,,,The equipped monster gains 700 ATK. When this card is sent from the field to the Graveyard: You can pay 500 LP; place this card on the top of your Deck.,Unlimited,Equip Spell,,,,,,
6626,Malfunction,,,,Pay 500 Life Points. Negate the activation of a Trap Card and return it to its original position.,Unlimited,Counter Trap,,,,,,
6608,Malice Ascendant,4.0,,,"During your opponent's Standby Phase, send 1 card from the top of their Deck to the Graveyard for each ""Malice Ascendant"" in your Graveyard.",Unlimited,Effect Monster,,,DARK,Zombie,700.0,1000.0
6216,Malice Dispersion,,,,Discard 1 card from your hand. Destroy all face-up Continuous Trap Cards.,Unlimited,Quick-Play Spell,,,,,,
6110,Malice Doll of Demise,4.0,,,During your next Standby Phase after this card was sent from the field to the Graveyard by the effect of a Continuous Spell Card: Special Summon this card from the Graveyard.,Unlimited,Effect Monster,,,DARK,Fiend,1600.0,1700.0
15021,"Malice, Lady of Lament",3.0,,,"(Quick Effect): You can Tribute 2 monsters, then target 1 of your Normal Traps that is banished or in your GY; Set that target, but place it on the bottom of the Deck when it leaves the field. You can only use this effect of ""Malice, Lady of Lament"" once per turn.",Unlimited,Effect Monster,,,DARK,Fiend,1000.0,1000.0
10735,Malicevorous Fork,2.0,,,You can send 1 other Fiend-Type monster from your hand to the Graveyard; Special Summon this card from your hand.,Unlimited,Effect Monster,,,DARK,Fiend,400.0,400.0
10736,Malicevorous Knife,2.0,,,"When this card is Normal Summoned: You can target 1 ""Malicevorous"" monster in your Graveyard except ""Malicevorous Knife""; Special Summon that target.",Unlimited,Effect Monster,,,DARK,Fiend,600.0,100.0
10734,Malicevorous Spoon,2.0,,,"When a ""Malicevorous"" monster with a different name is Normal or Special Summoned to your side of the field (except during the Damage Step): You can target 1 Level 2 Fiend-Type monster in your Graveyard; Special Summon that target. Its effects are negated. You can only use the effect of ""Malicevorous Spoon"" once per turn.",Unlimited,Effect Monster,,,DARK,Fiend,100.0,500.0
13633,Mamemaki,,,,"Target 1 face-up monster your opponent controls; discard cards equal to that monster's Level, and if you do, draw the same number of cards you discarded, then return that monster to the hand.",Unlimited,Normal Trap,,,,,,
4065,Mammoth Graveyard,3.0,,,A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers.,Unlimited,Normal Monster,,,EARTH,Dinosaur,1200.0,800.0
6894,Man Beast of Ares,3.0,,,"After a Chain (of 2 or more Links) resolves, this card gains 500 ATK.",Unlimited,Effect Monster,,,EARTH,Beast-Warrior,500.0,500.0
4164,Man Eater,2.0,,,Man-eating plant with poison feelers for attacking enemies.,Unlimited,Normal Monster,,,EARTH,Plant,800.0,600.0
4507,Man-Eater Bug,2.0,,,FLIP: Target 1 monster on the field; destroy it.,Unlimited,Flip / Effect Monster,,,EARTH,Insect,450.0,600.0
4883,Man-Eating Treasure Chest,4.0,,,A monster disguised as a treasure chest that is known to attack the unwary adventurer.,Unlimited,Normal Monster,,,DARK,Fiend,1600.0,1000.0
6043,Man-Thro' Tro',4.0,,,"By tributing 1 Normal Monster (except a Token) on your side of the field, inflict 800 points of damage to your opponent's Life Points.",Unlimited,Effect Monster,,,EARTH,Beast-Warrior,1000.0,1000.0
4571,Man-eating Black Shark,5.0,,,"Sea Kamen + ""Gruesome Goo"" + ""Amazon of the Seas""",Unlimited,Fusion Monster,,,WATER,Fish,2100.0,1300.0
13737,Mana Dragon Zirnitron,6.0,,,"If a Spell/Trap you control leaves the field because of an opponent's effect, and is now in the GY or banished (except during the Damage Step): You can Special Summon this card from your GY (if it was there when that Spell/Trap left) or hand (even if not), then you can Set 1 Spell/Trap that is banished or in your GY to your Spell & Trap Zone. You can only use this effect of ""Mana Dragon Zirnitron"" once per turn. If Summoned this way, banish this card when it leaves the field.",Unlimited,Effect Monster,,,DARK,Dragon,2200.0,1200.0
