"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Kanan the Swordmistress","Unlimited","Card Text A lady warrior armed with sword and shield, she floats lightly and stings sharply.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Normal","ATK 1400","DEF 1400",""
"Takriminos","Unlimited","Card Text A member of a race of sea serpents that freely travels through the sea.","Attribute WATER","Level 4","Monster Type Sea Serpent","Card Type Normal","ATK 1500","DEF 1200",""
"Stuffed Animal","Unlimited","Card Text It may look like a harmless stuffed animal, but its zipper mouth deals a deadly bite.","Attribute EARTH","Level 3","Monster Type Warrior","Card Type Normal","ATK 1200","DEF 900",""
"Megasonic Eye","Unlimited","Card Text Made of mysterious metal, this monster is a doomsday machine from the edge of the universe.","Attribute DARK","Level 5","Monster Type Machine","Card Type Normal","ATK 1500","DEF 1800",""
"Super War-Lion","Unlimited","Card Text You can Ritual Summon this card with ""War-Lion Ritual"".","Attribute EARTH","Level 7","Monster Type Beast","Card Type Ritual","ATK 2300","DEF 2100",""
"Yamadron","Unlimited","Card Text This monster has three fire-breathing heads and can form a sea of blazing flames.","Attribute FIRE","Level 5","Monster Type Dragon","Card Type Normal","ATK 1600","DEF 1800",""
"Seiyaryu","Unlimited","Card Text A mystical dragon that burns away the unworthy with its mystic flames.","Attribute LIGHT","Level 7","Monster Type Dragon","Card Type Normal","ATK 2500","DEF 2300",""
"Three-Legged Zombies","Unlimited","Card Text A pair of friendly skeletons, lean and fat, that travel with extreme difficulty.","Attribute DARK","Level 3","Monster Type Zombie","Card Type Normal","ATK 1100","DEF 800",""
"Zera the Mant","Unlimited","Card Text This card can only be Ritual Summoned with the Ritual Spell Card, ""Zera Ritual"".","Attribute DARK","Level 8","Monster Type Fiend","Card Type Ritual","ATK 2800","DEF 2300",""
"Flying Penguin","Unlimited","Card Text A very rare penguin that takes to the air with ears shaped like wings.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Normal","ATK 1200","DEF 1000",""
"Millennium Shield","Unlimited","Card Text A famous shield said to belong to an ancient Egyptian Pharaoh. Legends tell of its power to block any strong attack.","Attribute EARTH","Level 5","Monster Type Warrior","Card Type Normal","ATK 0","DEF 3000",""
"Fairy's Gift","Unlimited","Card Text This flying monster is known for delivering happiness to all.","Attribute LIGHT","Level 4","Monster Type Spellcaster","Card Type Normal","ATK 1400","DEF 1000",""
"Black Luster Soldier","Unlimited","Card Text You can Ritual Summon this card with ""Black Luster Ritual"".","Attribute EARTH","Level 8","Monster Type Warrior","Card Type Ritual","ATK 3000","DEF 2500",""
"Fiend's Mirror","Unlimited","Card Text You can Ritual Summon this card with ""Beastly Mirror Ritual"".","Attribute DARK","Level 6","Monster Type Fiend","Card Type Ritual","ATK 2100","DEF 1800",""
"Labyrinth Wall","Unlimited","Card Text These walls form a labyrinth with no exit for enemies.","Attribute EARTH","Level 5","Monster Type Rock","Card Type Normal","ATK 0","DEF 3000",""
"Jirai Gumo","Unlimited","Card Text When this card declares an attack: Toss a coin and call it. If you call it wrong, lose half your Life Points.","Attribute EARTH","Level 4","Monster Type Insect","Card Type Effect","ATK 2200","DEF 100",""
"Shadow Ghoul","Unlimited","Card Text This card gains 100 ATK for each monster in your Graveyard.","Attribute DARK","Level 5","Monster Type Zombie","Card Type Effect","ATK 1600","DEF 1300",""
"Wall Shadow","Unlimited","Card Text Cannot be Normal Summoned/Set. Must first be Special Summoned with ""Magical Labyrinth"".","Attribute DARK","Level 7","Monster Type Warrior","Card Type Effect","ATK 1600","DEF 3000",""
"Labyrinth Tank","Unlimited","Card Text ""Giga-Tech Wolf"" + ""Cannon Soldier""","Attribute DARK","Level 7","Monster Type Machine","Card Type Fusion","ATK 2400","DEF 2400",""
"Sanga of the Thunder","Unlimited","Card Text During damage calculation in your opponent's turn, if this card is being attacked: You can target the attacking monster; make that target's ATK 0 during damage calculation only (this is a Quick Effect). This effect can only be used once while this card is face-up on the field.","Attribute LIGHT","Level 7","Monster Type Thunder","Card Type Effect","ATK 2600","DEF 2200",""
"Kazejin","Unlimited","Card Text During damage calculation in your opponent's turn, if this card is being attacked: You can target the attacking monster; make that target's ATK 0 during damage calculation only (this is a Quick Effect). This effect can only be used once while this card is face-up on the field.","Attribute WIND","Level 7","Monster Type Spellcaster","Card Type Effect","ATK 2400","DEF 2200",""
"Suijin","Unlimited","Card Text During damage calculation in your opponent's turn, if this card is being attacked: You can target the attacking monster; make that target's ATK 0 during damage calculation only (this is a Quick Effect). This effect can only be used once while this card is face-up on the field.","Attribute WATER","Level 7","Monster Type Aqua","Card Type Effect","ATK 2500","DEF 2400",""
"Gate Guardian","Unlimited","Card Text Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Sanga of the Thunder"", ""Kazejin"", and ""Suijin"".","Attribute DARK","Level 11","Monster Type Warrior","Card Type Effect","ATK 3750","DEF 3400",""
"Dungeon Worm","Unlimited","Card Text Hidden under the floors of a labyrinth, it swallows any who pass above.","Attribute EARTH","Level 5","Monster Type Insect","Card Type Normal","ATK 1800","DEF 1500",""
"Monster Tamer","Unlimited","Card Text A master of monsters that exercises control over several creatures.","Attribute EARTH","Level 5","Monster Type Warrior","Card Type Normal","ATK 1800","DEF 1600",""
"Ryu-Kishin Powered","Unlimited","Card Text A gargoyle enhanced by the powers of darkness. Very sharp talons make it a worthy opponent.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Normal","ATK 1600","DEF 1200",""
"Swordstalker","Unlimited","Card Text A monster formed by the vengeful souls of those who passed away in battle.","Attribute DARK","Level 6","Monster Type Warrior","Card Type Normal","ATK 2000","DEF 1600",""
"La Jinn the Mystical Genie of the Lamp","Unlimited","Card Text A genie of the lamp that is at the beck and call of its master.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Normal","ATK 1800","DEF 1000",""
"Blue-Eyes Ultimate Dragon","Unlimited","Card Text ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""","Attribute LIGHT","Level 12","Monster Type Dragon","Card Type Fusion","ATK 4500","DEF 3800",""
"Toon Alligator","Unlimited","Card Text An alligator monster straight from the cartoons.","Attribute WATER","Level 4","Monster Type Reptile","Card Type Normal","ATK 800","DEF 1600",""
"Rude Kaiser","Unlimited","Card Text With an axe in each hand, this monster delivers heavy damage.","Attribute EARTH","Level 5","Monster Type Beast-Warrior","Card Type Normal","ATK 1800","DEF 1600",""
"Parrot Dragon","Unlimited","Card Text A dragon from the cartoons that's more dangerous than it appears to be.","Attribute WIND","Level 5","Monster Type Dragon","Card Type Normal","ATK 2000","DEF 1300",""
"Dark Rabbit","Unlimited","Card Text He leaps up, down, and all around! Nobody can lay a hand on this funny bunny.","Attribute DARK","Level 4","Monster Type Beast","Card Type Normal","ATK 1100","DEF 1500",""
"Bickuribox","Unlimited","Card Text ""Crass Clown"" + ""Dream Clown""","Attribute DARK","Level 7","Monster Type Fiend","Card Type Fusion","ATK 2300","DEF 2000",""
"Harpie's Pet Dragon","Unlimited","Card Text Gains 300 ATK/DEF for each ""Harpie Lady"" on the field.","Attribute WIND","Level 7","Monster Type Dragon","Card Type Effect","ATK 2000","DEF 2500",""
"Mystic Lamp","Unlimited","Card Text This monster can attack your opponent's Life Points directly.","Attribute DARK","Level 1","Monster Type Spellcaster","Card Type Effect","ATK 400","DEF 300",""
"Pendulum Machine","Unlimited","Card Text A horrible torture machine with a large pendulum blade.","Attribute DARK","Level 6","Monster Type Machine","Card Type Normal","ATK 1750","DEF 2000",""
"Giltia the D. Knight","Unlimited","Card Text ""Guardian of the Labyrinth"" + ""Protector of the Throne""","Attribute LIGHT","Level 5","Monster Type Warrior","Card Type Fusion","ATK 1850","DEF 1500",""
"Launcher Spider","Unlimited","Card Text A mechanical spider with rocket launchers capable of random fire.","Attribute FIRE","Level 7","Monster Type Machine","Card Type Normal","ATK 2200","DEF 2500",""
"Zoa","Unlimited","Card Text A monster whose full potential can be achieved when outfitted with ""Metalmorph"".","Attribute DARK","Level 7","Monster Type Fiend","Card Type Normal","ATK 2600","DEF 1900",""
"Metalzoa","Unlimited","Card Text Cannot be Normal Summoned/Set. Must first be Special Summoned (from your Deck) by Tributing ""Zoa"" equipped with ""Metalmorph"".","Attribute DARK","Level 8","Monster Type Machine","Card Type Effect","ATK 3000","DEF 2300",""
"Zone Eater","Unlimited","Card Text A monster attacked by this card will be destroyed during the End Phase of the 5th turn after the attack.","Attribute WATER","Level 1","Monster Type Aqua","Card Type Effect","ATK 250","DEF 200",""
"Steel Scorpion","Unlimited","Card Text A non Machine-Type Monster attacking ""Steel Scorpion"" will be destroyed at the End Phase of your opponent's 2nd turn after the attack.","Attribute EARTH","Level 1","Monster Type Machine","Card Type Effect","ATK 250","DEF 300",""
"Dancing Elf","Unlimited","Card Text An elf that dances across the sky with wings of razor-sharp blades.","Attribute WIND","Level 1","Monster Type Fairy","Card Type Normal","ATK 300","DEF 200",""
"Ocubeam","Unlimited","Card Text Frightening in appearance, this creature uses its large eyes and ears to keep track of any movement.","Attribute LIGHT","Level 5","Monster Type Fairy","Card Type Normal","ATK 1550","DEF 1650",""
"Leghul","Unlimited","Card Text This monster may attack your opponent's Life Points directly.","Attribute EARTH","Level 1","Monster Type Insect","Card Type Effect","ATK 300","DEF 350",""
"Ooguchi","Unlimited","Card Text This monster may attack your opponent's Life Points directly.","Attribute WATER","Level 1","Monster Type Aqua","Card Type Effect","ATK 300","DEF 250",""
"Swordsman from a Distant Land","Unlimited","Card Text If this card attacked an opponent's monster, after damage calculation: Destroy that monster during the 5th End Phase after the attack.","Attribute EARTH","Level 1","Monster Type Warrior","Card Type Effect","ATK 250","DEF 250",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Ushi Oni","Unlimited","Card Text A bull fiend restored by the dark arts, this monster appears out of a jar.","Attribute DARK","Level 6","Monster Type Fiend","Card Type Normal","ATK 2150","DEF 1950",""
"Monster Eye","Unlimited","Card Text You can pay 1000 Life Points; add 1 ""Polymerization"" from your Graveyard to your hand.","Attribute DARK","Level 1","Monster Type Fiend","Card Type Effect","ATK 250","DEF 350",""
"Leogun","Unlimited","Card Text Huge monster with a lion's mane similar to the King of Beasts.","Attribute EARTH","Level 5","Monster Type Beast","Card Type Normal","ATK 1750","DEF 1550",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Sword Slasher","Unlimited","Card Text A lethal engine of destruction that wields two well-honed blades.","Attribute DARK","Level 5","Monster Type Machine","Card Type Normal","ATK 1450","DEF 1500",""
"Yaiba Robo","Unlimited","Card Text A cubical machine equipped with cutting blades for shredding an opponent to mincemeat.","Attribute DARK","Level 4","Monster Type Machine","Card Type Normal","ATK 1000","DEF 1300",""
"Machine King","Unlimited","Card Text This card gains 100 ATK for each Machine-Type monster on the field.","Attribute EARTH","Level 6","Monster Type Machine","Card Type Effect","ATK 2200","DEF 2000",""
"Giant Mech-Soldier","Unlimited","Card Text This monster swings an earth-shaking axe that cannot be blocked by a common sword.","Attribute EARTH","Level 6","Monster Type Machine","Card Type Normal","ATK 1750","DEF 1900",""
"Metal Dragon","Unlimited","Card Text ""Steel Ogre Grotto #1"" + ""Lesser Dragon""","Attribute WIND","Level 6","Monster Type Machine","Card Type Fusion","ATK 1850","DEF 1700",""
"Karakuri Spider","Unlimited","Card Text If this card attacks a DARK monster, destroy the attack target after damage calculation.","Attribute EARTH","Level 2","Monster Type Machine","Card Type Effect","ATK 400","DEF 500",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Giga-Tech Wolf","Unlimited","Card Text An iron wolf with razor-sharp fangs that can penetrate any armor.","Attribute FIRE","Level 4","Monster Type Machine","Card Type Normal","ATK 1200","DEF 1400",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Shovel Crusher","Unlimited","Card Text Armed with a pair of shovels, this monster will destroy anything that stands in its way.","Attribute EARTH","Level 3","Monster Type Machine","Card Type Normal","ATK 900","DEF 1200",""
"Mechanicalchaser","Unlimited","Card Text A hunter that relentlessly pursues its target by order of the Machine King.","Attribute DARK","Level 4","Monster Type Machine","Card Type Normal","ATK 1850","DEF 800",""
"Blocker","Unlimited","Card Text Constructed from several components, this monster can launch them in a pincer attack.","Attribute DARK","Level 4","Monster Type Machine","Card Type Normal","ATK 850","DEF 1800",""
"Blast Juggler","Unlimited","Card Text You can only activate this effect during your Standby Phase. Offer this face-up card as a Tribute to select and destroy 2 face-up monsters with an ATK 1000 or less.","Attribute FIRE","Level 3","Monster Type Machine","Card Type Effect","ATK 800","DEF 900",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Giganto","Unlimited","Card Text A massive steel ball that mows down anything in its path.","Attribute DARK","Level 5","Monster Type Machine","Card Type Normal","ATK 1700","DEF 1800",""
"Cyber-Stein","Limited","Card Text You can pay 5000 LP; Special Summon 1 Fusion Monster from your Extra Deck in Attack Position. Limited","Attribute DARK","Level 2","Monster Type Machine","Card Type Effect","ATK 700","DEF 500",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Jinzo #7","Unlimited","Card Text This monster can attack your opponent's Life Points directly.","Attribute DARK","Level 2","Monster Type Machine","Card Type Effect","ATK 500","DEF 400",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Sky Dragon","Unlimited","Card Text A flying dragon with four wings housing some very dangerous blades.","Attribute WIND","Level 6","Monster Type Dragon","Card Type Normal","ATK 1900","DEF 1800",""
"Thunder Dragon","Unlimited","Card Text You can discard this card; add up to 2 ""Thunder Dragon"" from your Deck to your hand.","Attribute LIGHT","Level 5","Monster Type Thunder","Card Type Effect","ATK 1600","DEF 1500",""
"Stone Dragon","Unlimited","Card Text A dragon formed by huge boulders that are also used to attack the enemy.","Attribute EARTH","Level 7","Monster Type Rock","Card Type Normal","ATK 2000","DEF 2300",""
"Kaiser Dragon","Unlimited","Card Text ""Winged Dragon, Guardian of the Fortress #1"" + ""Fairy Dragon""","Attribute LIGHT","Level 7","Monster Type Dragon","Card Type Fusion","ATK 2300","DEF 2000",""
"Magician of Faith","Unlimited","Card Text FLIP: Target 1 Spell in your GY; add that target to your hand.","Attribute LIGHT","Level 1","Monster Type Spellcaster","Card Type Flip / Effect","ATK 300","DEF 400",""
"Goddess of Whim","Unlimited","Card Text Once per turn: You can toss a coin and call Heads or Tails. If you call it right, double this card's ATK during this turn. If you call it wrong, halve its ATK during this turn.","Attribute LIGHT","Level 3","Monster Type Fairy","Card Type Effect","ATK 950","DEF 700",""
"Water Magician","Unlimited","Card Text This monster swamps an opponent with an almost endless supply of water.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Normal","ATK 1400","DEF 1000",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Ancient Elf","Unlimited","Card Text This elf is rumored to have lived for thousands of years. He leads an army of spirits against his enemies.","Attribute LIGHT","Level 4","Monster Type Spellcaster","Card Type Normal","ATK 1450","DEF 1200",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Deepsea Shark","Unlimited","Card Text Bottom Dweller + ""Tongyo""","Attribute WATER","Level 5","Monster Type Fish","Card Type Fusion","ATK 1900","DEF 1600",""
"Metal Fish","Unlimited","Card Text A metal fish with a razor-sharp caudal fin.","Attribute WATER","Level 5","Monster Type Machine","Card Type Normal","ATK 1600","DEF 1900",""
"Bottom Dweller","Unlimited","Card Text This is one sea creature whose wrath is something monsters fear to face.","Attribute WATER","Level 5","Monster Type Fish","Card Type Normal","ATK 1650","DEF 1700",""
"7 Colored Fish","Unlimited","Card Text A rare rainbow fish that has never been caught by mortal man.","Attribute WATER","Level 4","Monster Type Fish","Card Type Normal","ATK 1800","DEF 800",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Aqua Dragon","Unlimited","Card Text ""Fairy Dragon"" + ""Amazon of the Seas"" + ""Zone Eater""","Attribute WATER","Level 6","Monster Type Sea Serpent","Card Type Fusion","ATK 2250","DEF 1900",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Turu-Purun","Unlimited","Card Text A strange, one-eyed monster that can fell an enemy with a single stab of its spear.","Attribute WATER","Level 2","Monster Type Aqua","Card Type Normal","ATK 450","DEF 500",""
"Sentinel of the Seas","Unlimited","Card Text A merman warrior that relentlessly attacks those who pollute the seas with their presence.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Normal","ATK 1300","DEF 1000",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Giant Red Seasnake","Unlimited","Card Text A sea-dwelling snake that attacks passing enemies with its sharp teeth.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Normal","ATK 1800","DEF 800",""
"Spike Seadra","Unlimited","Card Text Using the spikes sprouting from its body, this creature stabs its opponents and floods them with electricity.","Attribute WATER","Level 5","Monster Type Sea Serpent","Card Type Normal","ATK 1600","DEF 1300",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Millennium Golem","Unlimited","Card Text For nearly a millennium, this golem has served as guardian of an ancient treasure trove.","Attribute EARTH","Level 6","Monster Type Rock","Card Type Normal","ATK 2000","DEF 2200",""
"Destroyer Golem","Unlimited","Card Text A golem with a massive right hand for crushing its victims.","Attribute EARTH","Level 4","Monster Type Rock","Card Type Normal","ATK 1500","DEF 1000",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Kaminari Attack","Unlimited","Card Text ""Ocubeam"" + ""Mega Thunderball""","Attribute WIND","Level 5","Monster Type Thunder","Card Type Fusion","ATK 1900","DEF 1400",""
"Tripwire Beast","Unlimited","Card Text This creature attacks with electromagnetic waves.","Attribute EARTH","Level 4","Monster Type Thunder","Card Type Normal","ATK 1200","DEF 1300",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Bolt Penguin","Unlimited","Card Text With each arm forming an electric whip, this monster paralyzes its enemies with electric shocks.","Attribute WATER","Level 3","Monster Type Thunder","Card Type Normal","ATK 1100","DEF 800",""
"The Immortal of Thunder","Unlimited","Card Text FLIP: Increase your Life Points by 3000 points. When this card is sent from the field to the Graveyard, you lose 5000 Life Points.","Attribute LIGHT","Level 4","Monster Type Thunder","Card Type Effect","ATK 1500","DEF 1300",""
"Electric Snake","Unlimited","Card Text When this card is discarded from your hand to the Graveyard by an effect of a card controlled by your opponent, draw 2 cards from your Deck.","Attribute LIGHT","Level 3","Monster Type Thunder","Card Type Effect","ATK 800","DEF 900",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Punished Eagle","Unlimited","Card Text ""Blue-Winged Crown"" + ""Niwatori""","Attribute WIND","Level 6","Monster Type Winged Beast","Card Type Fusion","ATK 2100","DEF 1800",""
"Skull Red Bird","Unlimited","Card Text This monster swoops down and attacks with a rain of knives stored in its wings.","Attribute WIND","Level 4","Monster Type Winged Beast","Card Type Normal","ATK 1550","DEF 1200",""
"Crimson Sunbird","Unlimited","Card Text ""Faith Bird"" + ""Skull Red Bird""","Attribute FIRE","Level 6","Monster Type Winged Beast","Card Type Fusion","ATK 2300","DEF 1800",""
"Queen Bird","Unlimited","Card Text This monster attacks enemies using its huge beak.","Attribute WIND","Level 5","Monster Type Winged Beast","Card Type Normal","ATK 1200","DEF 2000",""
"Armed Ninja","Unlimited","Card Text FLIP: Target 1 Spell Card on the field; destroy that target. (If the target is Set, reveal it, and destroy it if it is a Spell Card. Otherwise, return it to its original position.)","Attribute EARTH","Level 1","Monster Type Warrior","Card Type Effect","ATK 300","DEF 300",""
"Magical Ghost","Unlimited","Card Text This creature casts a spell of terror and confusion just before attacking its enemies.","Attribute DARK","Level 4","Monster Type Zombie","Card Type Normal","ATK 1300","DEF 1400",""
"Soul Hunter","Unlimited","Card Text Lord of the Lamp + ""Invader from Another Dimension""","Attribute DARK","Level 6","Monster Type Fiend","Card Type Fusion","ATK 2200","DEF 1800",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Vermillion Sparrow","Unlimited","Card Text Rhaimundos of the Red Sword + ""Fireyarou""","Attribute FIRE","Level 5","Monster Type Pyro","Card Type Fusion","ATK 1900","DEF 1500",""
"Sea Kamen","Unlimited","Card Text A merciless monster that tears opponents to shreds with razor-like claws.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Normal","ATK 1100","DEF 1300",""
"Sinister Serpent","Unlimited","Card Text During your Standby Phase, if this card is in your GY: You can add it to your hand, also banish 1 ""Sinister Serpent"" from your GY during your opponent's next End Phase. You can only use this effect of ""Sinister Serpent"" once per turn.","Attribute WATER","Level 1","Monster Type Reptile","Card Type Effect","ATK 300","DEF 250",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Alinsection","Unlimited","Card Text A stag beetle with a saw-like head and arms.","Attribute EARTH","Level 3","Monster Type Insect","Card Type Normal","ATK 950","DEF 700",""
"Insect Soldiers of the Sky","Unlimited","Card Text The ATK of this card increases by 1000 points whenever it attacks a WIND monster.","Attribute WIND","Level 3","Monster Type Insect","Card Type Effect","ATK 1000","DEF 800",""
"Cockroach Knight","Unlimited","Card Text When this card has been sent to the Graveyard, it is returned to the top of the Deck.","Attribute EARTH","Level 3","Monster Type Insect","Card Type Effect","ATK 800","DEF 900",""
"Kuwagata α","Unlimited","Card Text A very vicious stag beetle that goes for the head.","Attribute EARTH","Level 4","Monster Type Insect","Card Type Normal","ATK 1250","DEF 1000",""
"Burglar","Unlimited","Card Text A sly rat. He will come at you with his huge left claw.","Attribute EARTH","Level 3","Monster Type Beast","Card Type Normal","ATK 850","DEF 800",""
"Pragtical","Unlimited","Card Text ""Trakodon"" + ""Flame Viper""","Attribute EARTH","Level 5","Monster Type Dinosaur","Card Type Fusion","ATK 1900","DEF 1500",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Ameba","Unlimited","Card Text When the control of this face-up card on the field shifts to your opponent, inflict 2000 points of damage to your opponent's Life Points. This effect can only be used once as long as this card remains face-up on the field.","Attribute WATER","Level 1","Monster Type Aqua","Card Type Effect","ATK 300","DEF 350",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Flower Wolf","Unlimited","Card Text ""Silver Fang"" + ""Darkworld Thorns""","Attribute EARTH","Level 5","Monster Type Beast","Card Type Fusion","ATK 1800","DEF 1400",""
"Rainbow Flower","Unlimited","Card Text This monster may attack your opponent's Life Points directly.","Attribute EARTH","Level 2","Monster Type Plant","Card Type Effect","ATK 400","DEF 500",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Needle Ball","Unlimited","Card Text FLIP: You can pay 2000 Life Points to inflict 1000 damage to your opponent.","Attribute DARK","Level 2","Monster Type Fiend","Card Type Effect","ATK 750","DEF 700",""
"Peacock","Unlimited","Card Text A large peacock that launches its feathers in a lethal attack.","Attribute WIND","Level 5","Monster Type Winged Beast","Card Type Normal","ATK 1700","DEF 1500",""
"Hoshiningen","Unlimited","Card Text All LIGHT monsters on the field gain 500 ATK, also all DARK monsters on the field lose 400 ATK.","Attribute LIGHT","Level 2","Monster Type Fairy","Card Type Effect","ATK 500","DEF 700",""
"Maha Vailo","Unlimited","Card Text This card gains 500 ATK for each Equip Card equipped to this card.","Attribute LIGHT","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 1550","DEF 1400",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Musician King","Unlimited","Card Text ""Witch of the Black Forest"" + ""Lady of Faith""","Attribute LIGHT","Level 5","Monster Type Spellcaster","Card Type Fusion","ATK 1750","DEF 1500",""
"Wilmee","Unlimited","Card Text A rabid rabbit that shears through opposition with its sharp skewers.","Attribute EARTH","Level 4","Monster Type Beast","Card Type Normal","ATK 1000","DEF 1200",""
"Yado Karu","Unlimited","Card Text When this card is changed from Attack Position to Defense Position, you can place any number of cards from your hand at the bottom of your Deck in any order you desire.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Effect","ATK 900","DEF 1700",""
"Morinphen","Unlimited","Card Text A strange fiend with long arms and razor-sharp talons.","Attribute DARK","Level 5","Monster Type Fiend","Card Type Normal","ATK 1550","DEF 1300",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Dragon Seeker","Unlimited","Card Text When this card is Normal Summoned or Flip Summoned, destroy 1 face-up Dragon-Type monster on the field.","Attribute DARK","Level 6","Monster Type Fiend","Card Type Effect","ATK 2000","DEF 2100",""
"Man-Eater Bug","Unlimited","Card Text FLIP: Target 1 monster on the field; destroy it.","Attribute EARTH","Level 2","Monster Type Insect","Card Type Flip / Effect","ATK 450","DEF 600",""
"D. Human","Unlimited","Card Text Gifted with the power of dragons, this warrior wields a sword created from a dragon's fang.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Normal","ATK 1300","DEF 1100",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Prisman","Unlimited","Card Text This crystalline monster focuses light to create a lethal laser.","Attribute LIGHT","Level 3","Monster Type Rock","Card Type Normal","ATK 800","DEF 1000",""
"Gale Dogra","Unlimited","Card Text You can pay 3000 Life Points to send 1 monster from your Extra Deck to the Graveyard.","Attribute EARTH","Level 2","Monster Type Insect","Card Type Effect","ATK 650","DEF 600",""
"Crazy Fish","Unlimited","Card Text A flying fish that attacks with its pointed head.","Attribute WATER","Level 4","Monster Type Fish","Card Type Normal","ATK 1600","DEF 1200",""
"Cyber Saurus","Unlimited","Card Text ""Blast Juggler"" + ""Two-Headed King Rex""","Attribute EARTH","Level 5","Monster Type Machine","Card Type Fusion","ATK 1800","DEF 1400",""
"Bracchio-raidus","Unlimited","Card Text Two-Headed King Rex + ""Crawling Dragon #2""","Attribute WATER","Level 6","Monster Type Dinosaur","Card Type Fusion","ATK 2200","DEF 2000",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Bean Soldier","Unlimited","Card Text A plant-warrior that attacks with seeds and sword.","Attribute EARTH","Level 4","Monster Type Plant","Card Type Normal","ATK 1400","DEF 1300",""
"Cannon Soldier","Unlimited","Card Text You can Tribute 1 monster; inflict 500 damage to your opponent.","Attribute DARK","Level 4","Monster Type Machine","Card Type Effect","ATK 1400","DEF 1300",""
"Guardian of the Throne Room","Unlimited","Card Text A robot guard built to protect throne rooms, it is armed with homing missiles.","Attribute LIGHT","Level 4","Monster Type Machine","Card Type Normal","ATK 1650","DEF 1600",""
"Brave Scizzar","Unlimited","Card Text Armed with a mass of scissors, this monster can clip an enemy into any desired shape and size.","Attribute DARK","Level 4","Monster Type Machine","Card Type Normal","ATK 1300","DEF 1000",""
"The Statue of Easter Island","Unlimited","Card Text A stone monument from Easter Island that launches laser blasts from its rock-hewn lips.","Attribute EARTH","Level 4","Monster Type Rock","Card Type Normal","ATK 1100","DEF 1400",""
"Muka Muka","Unlimited","Card Text This card gains 300 ATK and DEF for each card in your hand.","Attribute EARTH","Level 2","Monster Type Rock","Card Type Effect","ATK 600","DEF 300",""
"Sand Stone","Unlimited","Card Text Appears from underground and attacks with long, snake-like tentacles.","Attribute EARTH","Level 5","Monster Type Rock","Card Type Normal","ATK 1300","DEF 1600",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Fire Kraken","Unlimited","Card Text A squid that thrives on fire and heat.","Attribute FIRE","Level 4","Monster Type Aqua","Card Type Normal","ATK 1600","DEF 1500",""
