"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Dark Zebra","Unlimited","Card Text If this is the only card in your control during your Standby Phase, it is automatically placed in Defense Position. You cannot change the position of this card during the same turn.","Attribute EARTH","Level 4","Monster Type Beast","Card Type Effect","ATK 1800","DEF 400",""
"Giant Germ","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard: Inflict 500 damage to your opponent, then you can Special Summon any number of ""Giant Germs"" from your Deck in face-up Attack Position.","Attribute DARK","Level 2","Monster Type Fiend","Card Type Effect","ATK 1000","DEF 100",""
"Nimble Momonga","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard: Gain 1000 Life Points, then you can Special Summon any number of ""Nimble Momongas"" from your Deck in face-down Defense Position.","Attribute EARTH","Level 2","Monster Type Beast","Card Type Effect","ATK 1000","DEF 100",""
"Spear Cretin","Unlimited","Card Text FLIP: When this card is sent to the Graveyard after being flipped, each player selects 1 monster from their Graveyard, and Special Summons it in face-up Attack Position or face-down Defense Position.","Attribute DARK","Level 2","Monster Type Fiend","Card Type Effect","ATK 500","DEF 500",""
"Shining Angel","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 LIGHT monster with 1500 or less ATK from your Deck, in face-up Attack Position.","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 1400","DEF 800",""
"Boar Soldier","Unlimited","Card Text This card can only be summoned by a Flip Summon. If summoned by a Normal Summon, the card is destroyed. If your opponent has 1 or more monsters under his/her control, the ATK of this card is decreased by 1000 points.","Attribute EARTH","Level 4","Monster Type Beast-Warrior","Card Type Effect","ATK 2000","DEF 500",""
"Mother Grizzly","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 WATER monster with 1500 or less ATK from your Deck, in face-up Attack Position.","Attribute WATER","Level 4","Monster Type Beast-Warrior","Card Type Effect","ATK 1400","DEF 1000",""
"Flying Kamakiri #1","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 WIND monster with 1500 or less ATK from your Deck, in face-up Attack Position.","Attribute WIND","Level 4","Monster Type Insect","Card Type Effect","ATK 1400","DEF 900",""
"Ceremonial Bell","Unlimited","Card Text Both players must keep their hands revealed.","Attribute LIGHT","Level 3","Monster Type Spellcaster","Card Type Effect","ATK 0","DEF 1850",""
"Sonic Bird","Unlimited","Card Text When this card is Normal or Flip Summoned: You can add 1 Ritual Spell from your Deck to your hand.","Attribute WIND","Level 4","Monster Type Winged Beast","Card Type Effect","ATK 1400","DEF 1000",""
"Mystic Tomato","Unlimited","Card Text When this card is destroyed by battle and sent to the GY: You can Special Summon 1 DARK monster with 1500 or less ATK from your Deck, in face-up Attack Position.","Attribute DARK","Level 4","Monster Type Plant","Card Type Effect","ATK 1400","DEF 1100",""
"Kotodama","Unlimited","Card Text If there are face-up monsters with the same name on the field, destroy those monsters. (If a monster is Summoned or flipped-face up that has the same name as a monster that is already face-up on the field, the new face-up monster is destroyed. If they are Summoned or flipped face-up at the same time, they are all destroyed.)","Attribute EARTH","Level 3","Monster Type Fairy","Card Type Effect","ATK 0","DEF 1600",""
"Gaia Power","Unlimited","Card Text Increase the ATK of all EARTH monsters by 500 points and decrease their DEF by 400 points.","","","","","","","Icon Field Spell"
"Umiiruka","Unlimited","Card Text Increase the ATK of all WATER monsters by 500 points and decrease their DEF by 400 points.","","","","","","","Icon Field Spell"
"Molten Destruction","Unlimited","Card Text Increase the ATK of all FIRE monsters by 500 points and decrease their DEF by 400 points.","","","","","","","Icon Field Spell"
"Rising Air Current","Unlimited","Card Text Increase the ATK of all WIND monsters by 500 points and decrease their DEF by 400 points.","","","","","","","Icon Field Spell"
"Luminous Spark","Unlimited","Card Text Increase the ATK of all LIGHT monsters by 500 points and decrease their DEF by 400 points.","","","","","","","Icon Field Spell"
"Mystic Plasma Zone","Unlimited","Card Text Increase the ATK of all DARK monsters by 500 points and decrease their DEF by 400 points.","","","","","","","Icon Field Spell"
"Messenger of Peace","Unlimited","Card Text Monsters with 1500 or more ATK cannot declare an attack. Once per turn, during your Standby Phase, pay 100 LP or destroy this card.","","","","","","","Icon Continuous Spell"
"Michizure","Unlimited","Card Text When a monster is sent from the field to your GY, even during the Damage Step: Target 1 monster on the field; destroy it.","","","","","","","Icon Normal Trap"
"Gust","Unlimited","Card Text You can activate this card when 1 or more of your Spell Cards are destroyed and sent from the field to the Graveyard by a card effect your opponent controls. Destroy 1 Spell or Trap Card on the field.","","","","","","","Icon Normal Trap"
"Driving Snow","Unlimited","Card Text You can activate this card when 1 or more of your Trap Cards are destroyed and sent from the field to the Graveyard by a card effect your opponent controls. Destroy 1 Spell or Trap Card on the field.","","","","","","","Icon Normal Trap"
"Armored Glass","Unlimited","Card Text You can activate this card when a monster is equipped with an Equip Card. Negate the effects of all Equip Cards on the field during the turn this card is activated.","","","","","","","Icon Normal Trap"
"World Suppression","Unlimited","Card Text You can activate this card when a Field Spell Card is activated. Negate the Field Spell Card during the turn this card is activated.","","","","","","","Icon Normal Trap"
"Mystic Probe","Unlimited","Card Text You can activate this card when a Continuous Spell Card is activated. Negate all Continuous Spell Cards during the turn this card is activated.","","","","","","","Icon Normal Trap"
"Metal Detector","Unlimited","Card Text You can activate this card when a Continuous Trap Card is activated. Negate all Continuous Trap Cards during the turn this card is activated.","","","","","","","Icon Normal Trap"
"Numinous Healer","Unlimited","Card Text You can only activate this card when you take damage to your Life Points. Increase your Life Points by 1000 points. Also, increase your Life Points by 500 points for each ""Numinous Healer"" card in your Graveyard.","","","","","","","Icon Normal Trap"
"Appropriate","Unlimited","Card Text Activate only when your opponent draws a card(s) outside of either Draw Phase. After that, each time your opponent draws a card(s) outside of either Draw Phase, immediately draw 2 cards.","","","","","","","Icon Continuous Trap"
"Forced Requisition","Unlimited","Card Text You can activate this card when you discard from your hand. After that, each time you discard from your hand, your opponent must also discard the same number of cards from his/her hand.","","","","","","","Icon Continuous Trap"
"Minor Goblin Official","Unlimited","Card Text You can only activate this card when your opponent's Life Points are 3000 or less. Inflict 500 points of damage to your opponent's Life Points during each of his/her Standby Phases.","","","","","","","Icon Continuous Trap"
"Gamble","Unlimited","Card Text You can only activate this card when your opponent's hand is 6 or more cards and your hand is 2 or less. Toss a coin and call heads or tails. If you call it right, draw until your hand has 5 cards. If you call it wrong, skip your next turn.","","","","","","","Icon Normal Trap"
"DNA Surgery","Unlimited","Card Text Activate this card by declaring 1 Monster Type. All face-up monsters on the field become that Type.","","","","","","","Icon Continuous Trap"
"The Regulation of Tribe","Unlimited","Card Text Select 1 Type of monster. Any monster of the selected Type cannot attack. To keep this card in effect, you must offer 1 monster from the field as a Tribute at each of your Standby Phases. If you cannot, this card is destroyed.","","","","","","","Icon Continuous Trap"
"Backup Soldier","Unlimited","Card Text While there are 5 or more monsters in your Graveyard: Target up to 3 non-Effect Monsters with 1500 or less ATK in your Graveyard; add them to your hand.","","","","","","","Icon Normal Trap"
"Attack and Receive","Unlimited","Card Text You can only activate this card when you take damage to your Life Points. Inflict 700 points of damage to your opponent's Life Points. Also, inflict 300 points of damage to your opponent's Life Points for each ""Attack and Receive"" card in your Graveyard.","","","","","","","Icon Normal Trap"
"Major Riot","Unlimited","Card Text You can activate this card when 1 or more of your monsters are returned from the field to your hand. Return all Monster Cards on the field to your respective hands. Both you and your opponent can then Special Summon from your hand the same number of Monster Cards on the field in face-down Defense Position.","","","","","","","Icon Normal Trap"
"Ceasefire","Unlimited","Card Text If a face-down Defense Position monster or an Effect Monster is on the field: Change all face-down Defense Position monsters on the field to face-up Defense Position (Flip monsters' effects are not activated at this time), also inflict 500 damage to your opponent for each Effect Monster on the field.","","","","","","","Icon Normal Trap"
"Light of Intervention","Unlimited","Card Text While this card is on the field, Monster Cards cannot be Set or flipped face-down. If a Monster Card would be Set, it must be Normal Summoned in face-up Defense Position.","","","","","","","Icon Continuous Trap"
"Respect Play","Unlimited","Card Text During their respective turns, each player must show their opponent their hand.","","","","","","","Icon Continuous Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Imperial Order","Limited","Card Text Negate all Spell effects on the field. Once per turn, during the Standby Phase, you must pay 700 LP (this is not optional), or this card is destroyed. Limited","","","","","","","Icon Continuous Trap"
"Skull Invitation","Unlimited","Card Text Each time a card(s) is sent to the Graveyard, inflict 300 damage to its owner for each card sent.","","","","","","","Icon Continuous Trap"
"Magical Hats","Unlimited","Card Text During your opponent's Battle Phase: Choose 2 Spell/Trap Cards from your Deck and 1 monster in your Main Monster Zone. Special Summon them as Normal Monsters (ATK 0/DEF 0) in face-down Defense Position, Set the chosen monster if it is face-up, and shuffle them on the field. The 2 cards chosen from your Deck are destroyed at the end of the Battle Phase, and cannot remain on the field except during this Battle Phase.","","","","","","","Icon Normal Trap"
"Nobleman of Crossout","Unlimited","Card Text Target 1 face-down monster on the field; destroy that target, and if you do, banish it, then, if it was a Flip monster, each player reveals their Main Deck, then banishes all cards from it with that monster's name.","","","","","","","Icon Normal Spell"
"Nobleman of Extermination","Unlimited","Card Text Select, destroy, and remove from play 1 face-down Spell or Trap Card. If it was a Trap Card, both players must remove from play all copies of that card from their Decks.","","","","","","","Icon Normal Spell"
"The Shallow Grave","Unlimited","Card Text Each player targets 1 monster in their own GY; each player Special Summons the target from their GY in face-down Defense Position.","","","","","","","Icon Normal Spell"
"Premature Burial","Forbidden","Card Text Activate this card by paying 800 LP, then target 1 monster in your Graveyard; Special Summon that target in Attack Position and equip it with this card. When this card is destroyed, destroy the equipped monster. Forbidden","","","","","","","Icon Equip Spell"
"Inspection","Unlimited","Card Text During your opponent's Standby Phase, you can randomly select 1 card in your opponent's hand and look at it at the cost of 500 Life Points.","","","","","","","Icon Continuous Spell"
"Prohibition","Unlimited","Card Text Activate by declaring 1 card name. Cards with that name, and their effects, cannot be used. Cards already on the field are not affected (including face-down cards).","","","","","","","Icon Continuous Spell"
"Morphing Jar #2","Unlimited","Card Text FLIP: Shuffle all monsters on the field into the Deck. Then, each player excavates cards from the top of their Deck, until they excavate the same number of monsters they shuffled into their Main Deck. Special Summon all excavated Level 4 or lower monsters in face-down Defense Position, also send the remaining cards to the Graveyard.","Attribute EARTH","Level 3","Monster Type Rock","Card Type Effect","ATK 800","DEF 700",""
"Bubonic Vermin","Unlimited","Card Text FLIP: You can Special Summon 1 ""Bubonic Vermin"" from your Deck in face-down Defense Position. Then shuffle your Deck.","Attribute EARTH","Level 3","Monster Type Beast","Card Type Effect","ATK 900","DEF 600",""
"Flame Champion","Unlimited","Card Text A warrior protected by a flaming shield that nullifies any attack.","Attribute FIRE","Level 5","Monster Type Pyro","Card Type Normal","ATK 1900","DEF 1300",""
"Twin-Headed Fire Dragon","Unlimited","Card Text Two dragons fused as one from the effects of the Big Bang.","Attribute FIRE","Level 6","Monster Type Pyro","Card Type Normal","ATK 2200","DEF 1700",""
"Darkfire Soldier #1","Unlimited","Card Text An explosive expert from a special elite force.","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Normal","ATK 1700","DEF 1150",""
"Mr. Volcano","Unlimited","Card Text This seemingly mild-mannered creature has an extremely volatile temper.","Attribute FIRE","Level 5","Monster Type Pyro","Card Type Normal","ATK 2100","DEF 1300",""
"Darkfire Soldier #2","Unlimited","Card Text A warrior who gained immeasurable power from the heart of a volcano.","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Normal","ATK 1700","DEF 1100",""
"Kiseitai","Unlimited","Card Text When your opponent's monster attacks this card in face-down Defense Position, this card becomes an Equip Spell Card equipped to the attacking monster (No damage calculation is conducted). During each of your opponent's Standby Phases, increase your Life Points by half of the ATK of the monster equipped with this card.","Attribute DARK","Level 2","Monster Type Fiend","Card Type Effect","ATK 300","DEF 800",""
"Cyber Falcon","Unlimited","Card Text A jet-powered hawk that travels at the speed of sound.","Attribute WIND","Level 4","Monster Type Machine","Card Type Normal","ATK 1400","DEF 1200",""
"Dark Bat","Unlimited","Card Text Bats from the netherworld that use their hyper senses to detect their enemies.","Attribute WIND","Level 3","Monster Type Winged Beast","Card Type Normal","ATK 1000","DEF 1000",""
"Flying Kamakiri #2","Unlimited","Card Text A flying mantis that feeds primarily on insects.","Attribute WIND","Level 4","Monster Type Insect","Card Type Normal","ATK 1500","DEF 800",""
"Sky Scout (Updated from: Harpie's Brother)","Unlimited","Card Text With eyes like a hawk and a flying speed exceeding Mach 5, this monster is a master of the sky.NoteCard Name updated from ""Harpie's Brother"" on April 19, 2013.","Attribute WIND","Level 4","Monster Type Winged Beast","Card Type Normal","ATK 1800","DEF 600",""
"Oni Tank T-34","Unlimited","Card Text An armored tank possessed by a fiend that will pursue enemies until they're crushed.","Attribute EARTH","Level 4","Monster Type Machine","Card Type Normal","ATK 1400","DEF 1700",""
"Overdrive","Unlimited","Card Text An all-terrain armored vehicle armed with a heavy-duty machine gun.","Attribute EARTH","Level 4","Monster Type Machine","Card Type Normal","ATK 1600","DEF 1500",""
"Buster Blader","Unlimited","Card Text Gains 500 ATK for each Dragon monster your opponent controls or is in their GY.","Attribute EARTH","Level 7","Monster Type Warrior","Card Type Effect","ATK 2600","DEF 2300",""
"Time Seal","Forbidden","Card Text Skip the Draw Phase of your opponent's next turn. Forbidden","","","","","","","Icon Normal Trap"
"Graverobber","Unlimited","Card Text Select 1 Spell Card from your opponent's Graveyard. You can use it as your hand until the end of the turn. If you use it, you take 2000 points of damage.","","","","","","","Icon Normal Trap"
"Gift of The Mystical Elf","Unlimited","Card Text Increase your Life Points by 300 points for each monster on the field.","","","","","","","Icon Normal Trap"
"The Eye of Truth","Unlimited","Card Text Your opponent must keep their hand revealed. Once per turn, during your opponent's Standby Phase, if they have a Spell(s) in their hand: They gain 1000 LP if they have a Spell(s) in their hand at resolution.","","","","","","","Icon Continuous Trap"
"Dust Tornado","Unlimited","Card Text Target 1 Spell/Trap your opponent controls; destroy that target, then you can Set 1 Spell/Trap from your hand.","","","","","","","Icon Normal Trap"
"Call of the Haunted","Unlimited","Card Text Activate this card by targeting 1 monster in your GY; Special Summon that target in Attack Position. When this card leaves the field, destroy that target. When that target is destroyed, destroy this card.","","","","","","","Icon Continuous Trap"
"Solomon's Lawbook","Unlimited","Card Text Skip your own Standby Phase.","","","","","","","Icon Normal Trap"
"Earthshaker","Unlimited","Card Text Select 2 Monster Card Attributes. Your opponent then selects 1 of the 2 Attributes and destroys all face-up monsters with that Attribute on the field.","","","","","","","Icon Normal Trap"
"Enchanted Javelin","Unlimited","Card Text Increase your Life Points by the ATK of 1 attacking monster.","","","","","","","Icon Normal Trap"
"Mirror Wall","Unlimited","Card Text Each of your opponent's monsters that conducted an attack while this card was face-up on the field has its ATK halved as long as this card remains on the field. During each of your Standby Phases, pay 2000 LP or destroy this card.","","","","","","","Icon Continuous Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Obelisk the Tormentor","Unlimited","Card Text Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Neither player can target this card with card effects. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. You can Tribute 2 monsters; destroy all monsters your opponent controls. This card cannot declare an attack the turn this effect is activated.","Attribute DIVINE","Level 10","Monster Type Divine-Beast","Card Type Effect","ATK 4000","DEF 4000",""
"Slifer the Sky Dragon","Unlimited","Card Text Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. Gains 1000 ATK/DEF for each card in your hand. If a monster(s) is Normal or Special Summoned to your opponent's field in Attack Position: That monster(s) loses 2000 ATK, then if its ATK has been reduced to 0 as a result, destroy it.","Attribute DIVINE","Level 10","Monster Type Divine-Beast","Card Type Effect","ATK ?","DEF ?",""
"The Winged Dragon of Ra","Unlimited","Card Text Cannot be Special Summoned. Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, other cards and effects cannot be activated. When this card is Normal Summoned: You can pay LP so that you only have 100 left; this card gains ATK/DEF equal to the amount of LP paid. You can pay 1000 LP, then target 1 monster on the field; destroy that target.","Attribute DIVINE","Level 10","Monster Type Divine-Beast","Card Type Effect","ATK ?","DEF ?",""
"Windstorm of Etaqua","Unlimited","Card Text Change the battle positions of all face-up monsters your opponent controls.","","","","","","","Icon Normal Trap"
"Valkyrion the Magna Warrior","Unlimited","Card Text Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" from your hand and/or field. You can Tribute this card, then target 1 ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" in your Graveyard; Special Summon them.","Attribute EARTH","Level 8","Monster Type Rock","Card Type Effect","ATK 3500","DEF 3850",""
"Alligator's Sword Dragon","Unlimited","Card Text ""Baby Dragon"" + ""Alligator's Sword""This card can attack your opponent directly if the only face-up monsters they control are EARTH, WATER, or FIRE.","Attribute WIND","Level 5","Monster Type Dragon","Card Type Fusion / Effect","ATK 1700","DEF 1500",""
"Vorse Raider","Unlimited","Card Text This wicked Beast-Warrior does every horrid thing imaginable, and loves it! His axe bears the marks of his countless victims.","Attribute DARK","Level 4","Monster Type Beast-Warrior","Card Type Normal","ATK 1900","DEF 1200",""
"Ring of Destruction","Unlimited","Card Text During your opponent's turn: Target 1 face-up monster your opponent controls whose ATK is less than or equal to their LP; destroy that face-up monster, and if you do, take damage equal to its original ATK, then inflict damage to your opponent, equal to the damage you took. You can only activate 1 ""Ring of Destruction"" per turn.","","","","","","","Icon Normal Trap"
"Aqua Chorus","Unlimited","Card Text If there are monsters with the same name on the field, increase the ATK and DEF of all of those monsters with the same name by 500 points.","","","","","","","Icon Continuous Trap"
"Sebek's Blessing","Unlimited","Card Text If your monster inflicts battle damage to your opponent by a direct attack: Gain the same amount of LP.","","","","","","","Icon Quick-Play Spell"
"Anti-Spell Fragrance","Unlimited","Card Text Both players must Set Spell Cards before activating them, and cannot activate them until their next turn after Setting them.","","","","","","","Icon Continuous Trap"
"Riryoku","Unlimited","Card Text Target 2 face-up monsters on the field; halve the ATK of 1 monster, and if you do, add that lost ATK to the other monster. These effects last until the end of this turn.","","","","","","","Icon Normal Spell"
"Sword of Dragon's Soul","Unlimited","Card Text Equip only to a Warrior monster. It gains 700 ATK. After damage calculation, if the equipped monster battled a Dragon monster: Destroy that monster at the end of that Battle Phase.","","","","","","","Icon Equip Spell"
"Seal of the Ancients","Unlimited","Card Text Pay 1000 Life Points. Pick up and see all face-down cards on your opponent's side of the field, then return them to their original positions. (The effects of the face-down cards are not activated.)","","","","","","","Icon Normal Spell"
"The Legendary Exodia Incarnate","Unlimited","Card Text Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 1 ""Forbidden One"" monster, and cannot be Special Summoned by other ways. This card gains 1000 ATK for each ""Forbidden One"" monster in your Graveyard. Unaffected by other cards' effects. Once per turn, during your End Phase: Add 1 ""Forbidden One"" monster from your Graveyard to your hand. When this card is destroyed by battle and sent to the Graveyard: You can reveal any number of ""Forbidden One"" monsters in your hand, and if you do, draw 1 card for each.","Attribute DARK","Level 10","Monster Type Spellcaster","Card Type Effect","ATK ?","DEF 0",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Luminous Soldier","Unlimited","Card Text If this card battles with a DARK monster, increase the ATK of this card by 500 points during the Damage Step.","Attribute LIGHT","Level 5","Monster Type Warrior","Card Type Effect","ATK 2100","DEF 1400",""
"King Tiger Wanghu","Unlimited","Card Text When a monster(s) with 1400 or less ATK is Normal Summoned or Special Summoned: Destroy those monsters with 1400 or less ATK. This card must be face-up on the field to activate and to resolve this effect.","Attribute EARTH","Level 4","Monster Type Beast","Card Type Effect","ATK 1700","DEF 1000",""
"Command Knight","Unlimited","Card Text All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponent controls cannot target this card for attacks.","Attribute FIRE","Level 4","Monster Type Warrior","Card Type Effect","ATK 1200","DEF 1900",""
"Wolf Axwielder","Unlimited","Card Text Once it has started battle, this monster attacks fiercely and cannot stop.","Attribute EARTH","Level 4","Monster Type Beast-Warrior","Card Type Normal","ATK 1650","DEF 1000",""
"The Illusory Gentleman","Unlimited","Card Text Wearing odd fashions, this gentleman is very fickle. He sometimes saves people and at other times commits crimes.","Attribute DARK","Level 4","Monster Type Spellcaster","Card Type Normal","ATK 1500","DEF 1600",""
"Patrician of Darkness","Unlimited","Card Text You choose the attack targets for your opponent's attacks.","Attribute DARK","Level 5","Monster Type Zombie","Card Type Effect","ATK 2000","DEF 1400",""
"Birdface","Unlimited","Card Text When this card is destroyed by battle and sent to the GY: You can add 1 ""Harpie Lady"" from your Deck to your hand.","Attribute WIND","Level 4","Monster Type Winged Beast","Card Type Effect","ATK 1600","DEF 1600",""
"Kryuel","Unlimited","Card Text When this card is sent to the Graveyard as a result of battle, toss a coin and call it. If you call it right, destroy 1 monster on your opponent's side of the field.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 1000","DEF 1700",""
"Airknight Parshath","Unlimited","Card Text If this card attacks a Defense Position monster, inflict piercing battle damage. If this card inflicts battle damage to your opponent: Draw 1 card.","Attribute LIGHT","Level 5","Monster Type Fairy","Card Type Effect","ATK 1900","DEF 1400",""
"Fairy King Truesdale","Unlimited","Card Text While this card is in Defense Position, all Plant-Type monsters you control gain 500 ATK and DEF.","Attribute WATER","Level 6","Monster Type Plant","Card Type Effect","ATK 2200","DEF 1500",""
"Serpentine Princess","Unlimited","Card Text If this face-up card is returned from the field to your Deck, select and Special Summon 1 Level 3 or lower monster from your Deck to your side of the field. Then shuffle your Deck.","Attribute WATER","Level 4","Monster Type Reptile","Card Type Effect","ATK 1400","DEF 2000",""
"Maiden of the Aqua","Unlimited","Card Text As long as this card remains face-up on the field, the field is treated as ""Umi"" (however there is no increasing or decreasing of ATK/DEF due to ""Umi""'s effect). If there is an active Field Spell Card on the field, this effect is not applied.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Effect","ATK 700","DEF 2000",""
"Robotic Knight","Unlimited","Card Text The Commander of Machine-Types, he serves the Machine King. He is famous for the way he controls his troops.","Attribute FIRE","Level 4","Monster Type Machine","Card Type Normal","ATK 1600","DEF 1800",""
"Thunder Nyan Nyan","Unlimited","Card Text If there is a non-LIGHT monster on your side of the field, destroy this face-up card.","Attribute LIGHT","Level 4","Monster Type Thunder","Card Type Effect","ATK 1900","DEF 800",""
"Molten Behemoth","Unlimited","Card Text A giant born from magma, it attacks with a magma punch.","Attribute FIRE","Level 5","Monster Type Pyro","Card Type Normal","ATK 1000","DEF 2200",""
"Twin-Headed Behemoth","Unlimited","Card Text During the End Phase, if this card is in the GY because it was destroyed on the field and sent there this turn: You can Special Summon this card, but its ATK/DEF become 1000. You can only use this effect of ""Twin-Headed Behemoth"" once per Duel.","Attribute WIND","Level 3","Monster Type Dragon","Card Type Effect","ATK 1500","DEF 1200",""
"Injection Fairy Lily","Unlimited","Card Text If this card attacks or is attacked, during damage calculation (in either player's turn): You can pay 2000 LP once per battle; this card gains 3000 ATK during that damage calculation only.","Attribute EARTH","Level 3","Monster Type Spellcaster","Card Type Effect","ATK 400","DEF 1500",""
"Woodland Sprite","Unlimited","Card Text Send 1 Equip Card equipped to this card to the Graveyard. Inflict 500 points of damage to your opponent's Life Points.","Attribute EARTH","Level 3","Monster Type Plant","Card Type Effect","ATK 900","DEF 400",""
"Arsenal Bug","Unlimited","Card Text If you control no other Insect-Type monsters, this card's ATK and DEF become 1000.","Attribute EARTH","Level 3","Monster Type Insect","Card Type Effect","ATK 2000","DEF 2000",""
"Cipher Soldier (Updated from: Kinetic Soldier)","Unlimited","Card Text If this card battles a Warrior-Type monster, during damage calculation: This card gains 2000 ATK and DEF during that damage calculation only.NoteCard Name updated from ""Kinetic Soldier"" on November 18, 2016.","Attribute EARTH","Level 3","Monster Type Machine","Card Type Effect","ATK 1350","DEF 1800",""
"Jowls of Dark Demise","Unlimited","Card Text FLIP: Take control of 1 monster on your opponent's side of the field until the end of the turn that this card's effect is activated. When the controlled monster attacks, it can attack your opponent's Life Points directly.","Attribute WATER","Level 2","Monster Type Fiend","Card Type Effect","ATK 200","DEF 100",""
"Souleater","Unlimited","Card Text A living wonder of mystery.","Attribute EARTH","Level 4","Monster Type Fish","Card Type Normal","ATK 1200","DEF 0",""
"Slate Warrior","Unlimited","Card Text FLIP: This card gains 500 ATK and DEF.If this card is destroyed by battle: The monster that destroyed it loses 500 ATK and DEF.","Attribute WIND","Level 4","Monster Type Fiend","Card Type Effect","ATK 1900","DEF 400",""
"Shapesnatch","Unlimited","Card Text A bow tie with horrible power, it attacks an opponent by controlling others.","Attribute DARK","Level 5","Monster Type Machine","Card Type Normal","ATK 1200","DEF 1700",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Electromagnetic Bagworm","Unlimited","Card Text FLIP: Target 1 Machine-Type monster your opponent controls; take control of that target until your next End Phase.If this card is destroyed by battle: The monster that destroyed it loses 500 ATK and DEF.","Attribute LIGHT","Level 3","Monster Type Insect","Card Type Effect","ATK 200","DEF 1400",""
"Timeater","Unlimited","Card Text If this card destroys an opponent's monster by battle: Your opponent skips their next Main Phase 1.","Attribute DARK","Level 6","Monster Type Machine","Card Type Effect","ATK 1900","DEF 1700",""
"Mucus Yolk","Unlimited","Card Text This card can attack your opponent's Life Points directly. Each time this card inflicts Battle Damage to your opponent's Life Points, increase the ATK of this card by 1000 points during your next Standby Phase. The ATK increase lasts as long as this card remains face-up on the field.","Attribute DARK","Level 3","Monster Type Aqua","Card Type Effect","ATK 0","DEF 100",""
"Servant of Catabolism","Unlimited","Card Text This monster may attack your opponent's Life Points directly.","Attribute LIGHT","Level 3","Monster Type Aqua","Card Type Effect","ATK 700","DEF 500",""
"Rigorous Reaver","Unlimited","Card Text FLIP: Each player discards 1 card.If this card is destroyed by battle: The monster that destroyed it loses 500 ATK and DEF.","Attribute FIRE","Level 3","Monster Type Plant","Card Type Effect","ATK 1600","DEF 100",""
"Moisture Creature","Unlimited","Card Text If you Tribute Summon this monster by Tributing 3 monsters on the field, destroy all Spell and Trap Cards on your opponent's side of the field.","Attribute LIGHT","Level 9","Monster Type Fairy","Card Type Effect","ATK 2800","DEF 2900",""
"Boneheimer","Unlimited","Card Text This monster wanders the seas, sucking dry any creatures it may encounter.","Attribute WATER","Level 3","Monster Type Aqua","Card Type Normal","ATK 850","DEF 400",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Flame Dancer","Unlimited","Card Text This monster moves while swinging its burning rope.","Attribute FIRE","Level 2","Monster Type Pyro","Card Type Normal","ATK 550","DEF 450",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Sonic Jammer","Unlimited","Card Text FLIP: Your opponent cannot activate any Spell Cards until the end of the End Phase of the next turn.","Attribute WIND","Level 2","Monster Type Machine","Card Type Effect","ATK 350","DEF 650",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
