"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Staunch Defender","Unlimited","Card Text You can only activate this card when your opponent declares an attack. Select 1 face-up monster on your side of the field. During this turn, your opponent can only designate the selected monster as an attack target and your opponent must attack the selected monster with all face-up monsters.","","","","","","","Icon Normal Trap"
"Ojama Trio","Unlimited","Card Text Special Summon 3 ""Ojama Tokens"" (Beast-Type/LIGHT/Level 2/ATK 0/DEF 1000) to your opponent's field in Defense Position. They cannot be Tributed for a Tribute Summon, and each time 1 is destroyed, its controller takes 300 damage.","","","","","","","Icon Normal Trap"
"Arsenal Robber","Unlimited","Card Text Your opponent selects 1 Equip Spell Card from his/her Deck and sends it to the Graveyard.","","","","","","","Icon Normal Trap"
"Skill Drain","Limited","Card Text Activate by paying 1000 Life Points. The effects of all face-up monsters on the field are negated while those monsters are face-up on the field (but their effects can still be activated). Limited","","","","","","","Icon Continuous Trap"
"Really Eternal Rest","Unlimited","Card Text Destroy all monsters equipped with an Equip Card(s).","","","","","","","Icon Normal Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Soul Taker","Unlimited","Card Text Target 1 face-up monster your opponent controls; destroy that target, then your opponent gains 1000 LP.","","","","","","","Icon Normal Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Magical Dimension","Unlimited","Card Text If you control a Spellcaster monster: Target 1 monster you control; Tribute that target, then Special Summon 1 Spellcaster monster from your hand, then you can destroy 1 monster on the field.","","","","","","","Icon Quick-Play Spell"
"Judgment of Pharaoh","Unlimited","Card Text Pay half of your Life Points. Select and activate an appropriate effect which can be applied:●If ""Yu-Jo Friendship"" is in your Graveyard, until the end of this turn: your opponent cannot Normal Summon, Set, Flip Summon, or Special Summon a monster(s) or activate an Effect Monster's effect.●If ""Unity"" is in your Graveyard, until the end of this turn: negate the effects of all Spell and Trap Cards on your opponent's side of the field, and your opponent cannot activate or Set Spell or Trap Cards.","","","","","","","Icon Normal Trap"
"Yu-Jo Friendship","Unlimited","Card Text Offer your opponent a handshake. If they accept your handshake, each player's Life Points become half the combined Life Points of both players. If you have ""Unity"" in your hand and show it to your opponent, they must accept the handshake.","","","","","","","Icon Normal Spell"
"Unity","Unlimited","Card Text Select 1 monster on your side of the field. The DEF of the selected monster becomes equal to the combined original DEF of all face-up monsters on your side of the field, until the end of this turn.","","","","","","","Icon Quick-Play Spell"
"Dark Magician Knight","Unlimited","Card Text Cannot be Normal Summoned/Set. Must be Special Summoned with ""Knight's Title"" and cannot be Special Summoned by other ways. When this card is Special Summoned: Target 1 card on the field; destroy that target.","Attribute DARK","Level 7","Monster Type Warrior","Card Type Effect","ATK 2500","DEF 2100",""
"Knight's Title","Unlimited","Card Text Tribute 1 face-up ""Dark Magician""; Special Summon 1 ""Dark Magician Knight"" from your hand, Deck or Graveyard.","","","","","","","Icon Normal Spell"
"Sage's Stone","Unlimited","Card Text If you control a face-up ""Dark Magician Girl"": Special Summon 1 ""Dark Magician"" from your hand or Deck.","","","","","","","Icon Normal Spell"
"Gagagigo","Unlimited","Card Text This young evildoer used to have an evil heart, but by meeting a special person, he discovered justice.","Attribute WATER","Level 4","Monster Type Reptile","Card Type Normal","ATK 1850","DEF 1000",""
"D.D. Trainer","Unlimited","Card Text A poor goblin that was sucked into a different dimension. However, he's doing his best with his new destiny.","Attribute DARK","Level 1","Monster Type Fiend","Card Type Normal","ATK 100","DEF 2000",""
"Ojama Green","Unlimited","Card Text He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that when the three are together, something happens.","Attribute LIGHT","Level 2","Monster Type Beast","Card Type Normal","ATK 0","DEF 1000",""
"Archfiend Soldier","Unlimited","Card Text An expert at battle who belongs to a crack diabolical unit. He's famous because he always gets the job done.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Normal","ATK 1900","DEF 1500",""
"Pandemonium Watchbear","Unlimited","Card Text As long as this card remains face-up on your side of the field, ""Pandemonium"" on your side of the field is not destroyed by your opponent's card effects.","Attribute DARK","Level 4","Monster Type Beast","Card Type Effect","ATK 1300","DEF 1800",""
"Sasuke Samurai #2","Unlimited","Card Text Once per turn, during your Main Phase, you can pay 800 Life Points. If you do this, until the End Phase, Spell and Trap Cards cannot be activated.","Attribute WIND","Level 1","Monster Type Warrior","Card Type Effect","ATK 200","DEF 300",""
"Dark Scorpion - Gorg the Strong","Unlimited","Card Text When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:●Target 1 monster your opponent controls; return that target to the top of the Deck.●Send the top card of their Deck to the Graveyard.","Attribute DARK","Level 5","Monster Type Warrior","Card Type Effect","ATK 1800","DEF 1500",""
"Dark Scorpion - Meanae the Thorn","Unlimited","Card Text When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:●Add 1 ""Dark Scorpion"" card from your Deck to your hand.●Target 1 ""Dark Scorpion"" card in your Graveyard; add that target to your hand.","Attribute DARK","Level 4","Monster Type Warrior","Card Type Effect","ATK 1000","DEF 1800",""
"Outstanding Dog Marron","Unlimited","Card Text When this card is sent to your Graveyard, add it to your Deck and shuffle it.","Attribute LIGHT","Level 1","Monster Type Beast","Card Type Effect","ATK 100","DEF 100",""
"Great Maju Garzett","Unlimited","Card Text The ATK of this card becomes twice the original ATK of 1 monster that you Tributed for the Tribute Summon of this card.","Attribute DARK","Level 6","Monster Type Fiend","Card Type Effect","ATK 0","DEF 0",""
"Iron Blacksmith Kotetsu","Unlimited","Card Text FLIP: Add 1 Equip Spell from your Deck to your hand.","Attribute FIRE","Level 2","Monster Type Beast-Warrior","Card Type Flip / Effect","ATK 500","DEF 500",""
"Goblin of Greed","Unlimited","Card Text As long as this card remains face-up on your side of the field, neither player can activate an effect by discarding from his/her hand.","Attribute EARTH","Level 4","Monster Type Fiend","Card Type Effect","ATK 1000","DEF 1800",""
"Mefist the Infernal General","Unlimited","Card Text If this card attacks a Defense Position monster, inflict piercing battle damage. If this card inflicts battle damage to your opponent: Make your opponent discard 1 random card.","Attribute DARK","Level 5","Monster Type Fiend","Card Type Effect","ATK 1800","DEF 1700",""
"Vilepawn Archfiend","Unlimited","Card Text The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. As long as this card remains on the field, your opponent cannot attack any Archfiend Monster Card on your side of the field except ""Vilepawn Archfiend"".","Attribute EARTH","Level 2","Monster Type Fiend","Card Type Effect","ATK 1200","DEF 200",""
"Shadowknight Archfiend","Unlimited","Card Text The controller of this card pays 900 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. The Battle Damage this card inflicts to your opponent is halved.","Attribute WIND","Level 4","Monster Type Fiend","Card Type Effect","ATK 2000","DEF 1600",""
"Darkbishop Archfiend","Unlimited","Card Text The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When an Archfiend Monster Card on your side of the field is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 1, 3, or 6, negate the effect and destroy the opponent's card.","Attribute WATER","Level 3","Monster Type Fiend","Card Type Effect","ATK 300","DEF 1400",""
"Desrook Archfiend","Unlimited","Card Text The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. When a ""Terrorking Archfiend"" on your side of the field is destroyed and sent to the Graveyard, you can send this card from your hand to the Graveyard to Special Summon the ""Terrorking Archfiend"".","Attribute LIGHT","Level 3","Monster Type Fiend","Card Type Effect","ATK 1100","DEF 1800",""
"Infernalqueen Archfiend","Unlimited","Card Text The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. As long as this card remains on the field, during each Standby Phase, increase the ATK of 1 Archfiend Monster Card by 1000 points until the End Phase.","Attribute FIRE","Level 4","Monster Type Fiend","Card Type Effect","ATK 900","DEF 1500",""
"Terrorking Archfiend","Unlimited","Card Text This card cannot be Normal Summoned or Flip Summoned unless you have an Archfiend Monster Card on your side of the field. The controller of this card pays 800 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. The effects of an Effect Monster that this card destroyed as a result of battle are negated.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 2000","DEF 1500",""
"Skull Archfiend of Lightning","Unlimited","Card Text During each of your Standby Phases, you must pay 500 Life Points (this is not optional), or this card is destroyed. Before resolving an opponent's card effect that targets this card, roll a six-sided die, negate the effect if you roll 1, 3, or 6, and if you do, destroy that card.","Attribute DARK","Level 6","Monster Type Fiend","Card Type Effect","ATK 2500","DEF 1200",""
"Metallizing Parasite - Lunatite","Unlimited","Card Text Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to a face-up monster on your side of the field as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, that monster will be unaffected by the effects of Spell Cards controlled by your opponent. (1 monster can only be equipped with 1 Union Monster at a time. If the monster that this card is equipped to is destroyed as a result of battle, destroy this card instead.)","Attribute WATER","Level 7","Monster Type Aqua","Card Type Union / Effect","ATK 1000","DEF 500",""
"Tsukuyomi","Unlimited","Card Text Cannot be Special Summoned. If this card is Normal Summoned or flipped face-up: Target 1 face-up monster on the field; change that target to face-down Defense Position. Once per turn, during the End Phase, if this card was Normal Summoned or flipped face-up this turn: Return it to the hand.","Attribute DARK","Level 4","Monster Type Spellcaster","Card Type Spirit / Effect","ATK 1100","DEF 1400",""
"Legendary Flame Lord","Unlimited","Card Text This card can only be Ritual Summoned with the Ritual Spell Card, ""Incandescent Ordeal"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Remove 3 Spell Counters from this card to destroy all monsters on the field except this card.","Attribute FIRE","Level 7","Monster Type Spellcaster","Card Type Ritual / Effect","ATK 2400","DEF 2000",""
"Dark Master - Zorc","Unlimited","Card Text You can Ritual Summon this card with ""Contract with the Dark Master"". Once per turn: You can roll a six-sided die, then destroy all monsters your opponent controls if you roll 1 or 2, destroy 1 monster your opponent controls if you roll 3, 4 or 5, or destroy all monsters you control if you roll 6.","Attribute DARK","Level 8","Monster Type Fiend","Card Type Ritual / Effect","ATK 2700","DEF 1500",""
"Incandescent Ordeal","Unlimited","Card Text This card is used to Ritual Summon ""Legendary Flame Lord"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.","","","","","","","Icon Ritual Spell"
"Contract with the Abyss","Unlimited","Card Text This card can be used to Ritual Summon any DARK Ritual Monster. You must also Tribute monsters from your hand or field whose total Levels exactly equal the Level of the Ritual Monster you Ritual Summon.","","","","","","","Icon Ritual Spell"
"Contract with the Dark Master","Unlimited","Card Text This card is used to Ritual Summon ""Dark Master - Zorc"". You must also Tribute monsters from your hand or field whose total Levels equal 8 or more.","","","","","","","Icon Ritual Spell"
"Falling Down","Unlimited","Card Text Activate this card by targeting an opponent's monster; equip this card to it. Take control of it. Destroy this card unless you control an ""Archfiend"" card. During each of your opponent's Standby Phases: You take 800 damage.","","","","","","","Icon Equip Spell"
"Checkmate","Unlimited","Card Text Tribute 1 Archfiend monster on your side of the field. During this turn, 1 ""Terrorking Archfiend"" on your side of the field can attack your opponent's Life Points directly.","","","","","","","Icon Normal Spell"
"Final Countdown","Limited","Card Text Pay 2000 Life Points. After 20 turns have passed after you activate this card (counting the turn you activate this card as the 1st turn), you win the Duel. Limited","","","","","","","Icon Normal Spell"
"Archfiend's Oath","Unlimited","Card Text Once per turn: You can pay 500 Life Points, then declare 1 card name; excavate the top card of your Deck, and if it is the declared card, add it to your hand. Otherwise, send it to the Graveyard.","","","","","","","Icon Continuous Spell"
"Mustering of the Dark Scorpions","Unlimited","Card Text If you control a face-up ""Don Zaloog"": You can Special Summon any number of ""Dark Scorpion"" monsters from your hand, but only 1 copy of each.","","","","","","","Icon Normal Spell"
"Pandemonium","Unlimited","Card Text Neither player has to pay Life Points during the Standby Phase for ""Archfiend"" monsters. Each time a player's ""Archfiend"" monster(s) is destroyed and sent to the Graveyard, except by battle, that player can add 1 ""Archfiend"" monster from their Deck to their hand with a lower Level than the destroyed card.","","","","","","","Icon Field Spell"
"Altar for Tribute","Unlimited","Card Text Select 1 monster on your side of the field and send it to the Graveyard. Increase your Life Points by an amount equal to the original ATK of the monster.","","","","","","","Icon Normal Trap"
"Frozen Soul","Unlimited","Card Text You can only activate this card when your Life Points are at least 2000 lower than your opponent's. Skip your opponent's next Battle Phase.","","","","","","","Icon Normal Trap"
"Battle-Scarred","Unlimited","Card Text Select 1 Archfiend monster on your side of the field to activate this card. Your opponent also pays the same Life Points that you pay for the selected monster during the Standby Phase. If this card is removed from the field, destroy the selected monster. When the selected monster is removed from the field, destroy this card.","","","","","","","Icon Continuous Trap"
"Dark Scorpion Combination","Unlimited","Card Text You can only activate this card when there are ""Don Zaloog"", ""Cliff the Trap Remover"", ""Dark Scorpion - Chick the Yellow"", ""Dark Scorpion - Gorg the Strong"", and ""Dark Scorpion - Meanae the Thorn"" face-up on your side of the field. During this turn, any of these 5 cards can attack your opponent's Life Points directly. In that case, the Battle Damage inflicted to your opponent by each of those cards becomes 400 points.","","","","","","","Icon Normal Trap"
"Archfiend's Roar","Unlimited","Card Text Pay 500 Life Points, then target 1 ""Archfiend"" monster in your Graveyard; Special Summon that target. It cannot be Tributed. Destroy it during the End Phase of this turn.","","","","","","","Icon Normal Trap"
"Dice Re-Roll","Unlimited","Card Text One time, during the rest of this turn, if either player(s) rolls a die (or dice), you can have the player(s) re-roll. (You can only gain this effect once per turn.)","","","","","","","Icon Normal Trap"
"Spell Vanishing","Unlimited","Card Text Discard 2 cards from your hand. Negate the activation of a Spell Card and destroy it. Also, look at your opponent's hand and Deck and if you find any Spell Cards of the same name as the destroyed Spell Card, send all of them to the Graveyard.","","","","","","","Icon Counter Trap"
"Sakuretsu Armor","Unlimited","Card Text When an opponent's monster declares an attack: Target the attacking monster; destroy that target.","","","","","","","Icon Normal Trap"
"Ray of Hope","Unlimited","Card Text Add 2 LIGHT monsters from your Graveyard to your Deck and shuffle it.","","","","","","","Icon Normal Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Nightmare Penguin","Unlimited","Card Text All face-up WATER monsters you control gain 200 ATK. When this card is flipped face-up: Target 1 card your opponent controls; return that target to the hand.","Attribute WATER","Level 4","Monster Type Aqua","Card Type Effect","ATK 900","DEF 1800",""
"Perfect Machine King","Unlimited","Card Text This card gains 500 ATK for each other Machine-Type monster on the field.","Attribute EARTH","Level 8","Monster Type Machine","Card Type Effect","ATK 2700","DEF 1500",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Giant Rex","Unlimited","Card Text Cannot attack directly. If this card is banished: You can Special Summon this card, and if you do, this card gains 200 ATK for each of your banished Dinosaur monsters. You can only use this effect of ""Giant Rex"" once per turn.","Attribute EARTH","Level 4","Monster Type Dinosaur","Card Type Effect","ATK 2000","DEF 1200",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Chiron the Mage","Unlimited","Card Text Once per turn: You can discard 1 Spell Card, then target 1 Spell/Trap Card your opponent controls; destroy that target.","Attribute EARTH","Level 4","Monster Type Beast-Warrior","Card Type Effect","ATK 1800","DEF 1000",""
"Ojama Yellow","Unlimited","Card Text He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that when the three are together, something happens.","Attribute LIGHT","Level 2","Monster Type Beast","Card Type Normal","ATK 0","DEF 1000",""
"Ojama Black","Unlimited","Card Text He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that when the three are together, something happens.","Attribute LIGHT","Level 2","Monster Type Beast","Card Type Normal","ATK 0","DEF 1000",""
"Soul Tiger","Unlimited","Card Text The soul of a tiger that is said to devour human souls. He is a famous soul that you wouldn't want to run into in a dark alley.","Attribute EARTH","Level 4","Monster Type Beast","Card Type Normal","ATK 0","DEF 2100",""
"Big Koala","Unlimited","Card Text A species of huge Des Koala. He's meek, but people are afraid of him because he's very powerful.","Attribute EARTH","Level 7","Monster Type Beast","Card Type Normal","ATK 2700","DEF 2000",""
"Des Kangaroo","Unlimited","Card Text If the ATK of a monster that attacks this monster is lower than the DEF of this card, destroy the attacking monster. (Damage calculation is applied normally.)","Attribute DARK","Level 4","Monster Type Beast","Card Type Effect","ATK 1500","DEF 1700",""
"Crimson Ninja","Unlimited","Card Text FLIP: Target 1 Trap Card on the field; destroy that target. (If the target is Set, reveal it, and destroy it if it is a Trap Card. Otherwise, return it to its original position.)","Attribute EARTH","Level 1","Monster Type Warrior","Card Type Effect","ATK 300","DEF 300",""
"Strike Ninja","Unlimited","Card Text (Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.","Attribute DARK","Level 4","Monster Type Warrior","Card Type Effect","ATK 1700","DEF 1200",""
"Gale Lizard","Unlimited","Card Text FLIP: Target 1 monster your opponent controls; return that target to the hand.","Attribute WATER","Level 4","Monster Type Reptile","Card Type Flip / Effect","ATK 1400","DEF 700",""
"Spirit of the Pot of Greed","Unlimited","Card Text While this card is in face-up Attack Position on the field, if a player activates ""Pot of Greed"", they can draw 1 more card.","Attribute LIGHT","Level 1","Monster Type Fairy","Card Type Effect","ATK 100","DEF 100",""
"Chopman the Desperate Outlaw","Unlimited","Card Text When this card is Flip Summoned, you can equip 1 Equip Spell Card in your Graveyard to this card.","Attribute DARK","Level 3","Monster Type Zombie","Card Type Effect","ATK 1100","DEF 500",""
"Sasuke Samurai #3","Unlimited","Card Text When this card inflicts Battle Damage to your opponent's Life Points, your opponent draws cards until their hand has 7 cards.","Attribute LIGHT","Level 3","Monster Type Warrior","Card Type Effect","ATK 1000","DEF 1000",""
"D.D. Scout Plane","Unlimited","Card Text Once per turn, during the End Phase, if this card is currently banished, and was banished this turn: Special Summon it in face-up Attack Position.","Attribute DARK","Level 2","Monster Type Machine","Card Type Effect","ATK 800","DEF 1200",""
"Berserk Gorilla","Unlimited","Card Text If this card is in face-up Defense Position, destroy this card. This card must attack if able.","Attribute EARTH","Level 4","Monster Type Beast","Card Type Effect","ATK 2000","DEF 1000",""
"Freed the Brave Wanderer","Unlimited","Card Text Once per turn: You can banish 2 LIGHT monsters from your Graveyard to target 1 face-up monster on the field with higher ATK than this face-up card; destroy that target.","Attribute LIGHT","Level 4","Monster Type Warrior","Card Type Effect","ATK 1700","DEF 1200",""
"Coach Goblin","Unlimited","Card Text While this card is face-up on your side of the field, you can return 1 Normal Monster Card in your hand to the bottom of your Deck during your End Phase to draw 1 card from your Deck. You can only use this effect once per turn.","Attribute EARTH","Level 4","Monster Type Fiend","Card Type Effect","ATK 1200","DEF 1500",""
"Witch Doctor of Chaos","Unlimited","Card Text FLIP: Select 1 Monster Card from you or your opponent's Graveyard. Remove it from play.","Attribute DARK","Level 2","Monster Type Spellcaster","Card Type Effect","ATK 500","DEF 500",""
"Chaos Necromancer","Unlimited","Card Text The ATK of this card is the number of Monster Cards in your Graveyard x 300.","Attribute DARK","Level 1","Monster Type Fiend","Card Type Effect","ATK 0","DEF 0",""
"Chaosrider Gustaph","Unlimited","Card Text Once per turn, you can remove from play up to 2 Spell Cards from your Graveyard. This card gains 300 ATK for each card removed, until the end of your opponent's next turn.","Attribute WIND","Level 4","Monster Type Warrior","Card Type Effect","ATK 1400","DEF 1500",""
"Inferno","Unlimited","Card Text Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 FIRE monster from your GY. If this card destroys an opponent's monster by battle and sends it to the GY: Inflict 1500 damage to your opponent.","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Effect","ATK 1100","DEF 1900",""
"Fenrir","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing 2 WATER monsters in your Graveyard from play. When this card destroys an opponent's monster as a result of battle, your opponent skips his/her next Draw Phase.","Attribute WATER","Level 4","Monster Type Beast","Card Type Effect","ATK 1400","DEF 1200",""
"Gigantes","Unlimited","Card Text Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.","Attribute EARTH","Level 4","Monster Type Rock","Card Type Effect","ATK 1900","DEF 1300",""
"Silpheed","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 WIND monster in your Graveyard. When this card is destroyed as a result of battle and sent to the Graveyard, your opponent discards 1 random card from their hand.","Attribute WIND","Level 4","Monster Type Fairy","Card Type Effect","ATK 1700","DEF 700",""
"Chaos Sorcerer","Unlimited","Card Text Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your Graveyard. Once per turn: You can target 1 face-up monster on the field; banish that target. This card cannot attack the turn you activate this effect.","Attribute DARK","Level 6","Monster Type Spellcaster","Card Type Effect","ATK 2300","DEF 2000",""
"Gren Maju Da Eiza","Unlimited","Card Text This card's ATK/DEF are each equal to the number of your banished cards x 400.","Attribute FIRE","Level 3","Monster Type Fiend","Card Type Effect","ATK ?","DEF ?",""
"Black Luster Soldier - Envoy of the Beginning","Unlimited","Card Text Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your GY. Once per turn, you can activate 1 of these effects.●Target 1 monster on the field; banish it. This card cannot attack the turn this effect is activated.●If this attacking card destroys an opponent's monster by battle: It can make a second attack in a row.","Attribute LIGHT","Level 8","Monster Type Warrior","Card Type Effect","ATK 3000","DEF 2500",""
"Fuhma Shuriken","Unlimited","Card Text Equip only to a ""Ninja"" monster. It gains 700 ATK. When this card is sent from the field to the Graveyard: Inflict 700 damage to your opponent.","","","","","","","Icon Equip Spell"
"Heart of the Underdog","Unlimited","Card Text During your Draw Phase, when you draw a Normal Monster(s): You can reveal it; draw 1 more card.","","","","","","","Icon Continuous Spell"
"Wild Nature's Release","Unlimited","Card Text Target 1 Beast or Beast-Warrior-Type monster; it gains ATK equal to its current DEF until the End Phase. During the End Phase, destroy it.","","","","","","","Icon Normal Spell"
"Ojama Delta Hurricane!!","Unlimited","Card Text You can only activate this card while ""Ojama Green"", ""Ojama Yellow"" and ""Ojama Black"" are face-up on your side of the field. Destroy all cards on your opponent's side of the field.","","","","","","","Icon Normal Spell"
"Stumbling","Unlimited","Card Text Any monster that is Normal Summoned, Flip Summoned or Special Summoned is changed to Defense Position.","","","","","","","Icon Continuous Spell"
"Chaos End","Unlimited","Card Text You can only activate this card if 7 or more of your cards are currently removed from play. Destroy all Monster Cards on the field.","","","","","","","Icon Normal Spell"
"Chaos Greed","Unlimited","Card Text You can only activate this card if 4 or more of your cards are currently removed from play and there are no cards in your Graveyard. Draw 2 cards from your Deck.","","","","","","","Icon Normal Spell"
"D.D. Designator","Unlimited","Card Text Declare 1 card name. Look at your opponent's hand, and if they have the declared card in their hand, remove from play that 1 card. If they do not have the declared card in their hand, remove from play 1 random card in your hand.","","","","","","","Icon Normal Spell"
"D.D. Borderline","Unlimited","Card Text While there are no Spells in your GY, neither player can conduct their Battle Phase.","","","","","","","Icon Continuous Spell"
"Recycle","Unlimited","Card Text During your Standby Phase, by paying 300 Life Points, select 1 non-Monster Card in your Graveyard and return it to the bottom of your Deck.","","","","","","","Icon Continuous Spell"
"Primal Seed","Unlimited","Card Text If there is a ""Black Luster Soldier - Envoy of the Beginning"" or ""Chaos Emperor Dragon - Envoy of the End"" on the field: Target 2 of your banished cards; add both those targets to your hand.","","","","","","","Icon Normal Spell"
"Thunder Crash","Unlimited","Card Text Destroy all monsters you control, and if you do, inflict 300 damage to your opponent for each monster destroyed.","","","","","","","Icon Normal Spell"
"Dimension Distortion","Unlimited","Card Text You can only activate this card if there are no cards in your Graveyard. Select 1 removed from play monster and Special Summon it on your side of the field.","","","","","","","Icon Normal Spell"
"Reload","Unlimited","Card Text Add all cards in your hand to your Deck and shuffle it. Then draw the same number of cards that you added to your Deck.","","","","","","","Icon Quick-Play Spell"
"Soul Absorption","Unlimited","Card Text If a card(s) is banished: Gain 500 LP for each.","","","","","","","Icon Continuous Spell"
"Big Burn","Unlimited","Card Text You can only activate this card when your opponent activates a card that targets a monster in the Graveyard. Remove from play all monsters in both players' Graveyards.","","","","","","","Icon Normal Trap"
"Blasting the Ruins","Unlimited","Card Text You can only activate this card if there are 30 or more cards in your Graveyard. Inflict 3000 points of damage to your opponent's Life Points.","","","","","","","Icon Normal Trap"
"Cursed Seal of the Forbidden Spell","Unlimited","Card Text When a Spell Card is activated: Discard 1 Spell; negate the activation, and if you do, destroy it, and if you do that, your opponent cannot activate Spell Cards with that name for the rest of this Duel.","","","","","","","Icon Counter Trap"
"Tower of Babel","Unlimited","Card Text Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. If the 4th Spell Counter is placed on this card: Destroy this card, and if you do, the player who activated the Spell Card at that time takes 3000 damage.","","","","","","","Icon Continuous Trap"
"Spatial Collapse","Unlimited","Card Text You can only activate this card if both you and your opponent each have 5 or less cards on the field. The maximum number of cards that each player can have on the field is 5.","","","","","","","Icon Continuous Trap"
"Chain Disappearance","Unlimited","Card Text When a monster(s) with 1000 or less ATK is Summoned: Banish that monster(s) with 1000 or less ATK, then your opponent banishes all cards with the same name as that card(s) from their hand and Deck.","","","","","","","Icon Normal Trap"
"Zero Gravity","Unlimited","Card Text Change the battle positions of all face-up monsters on the field.","","","","","","","Icon Normal Trap"
"Dark Mirror Force","Unlimited","Card Text When an opponent's monster declares an attack: Banish all Defense Position monsters your opponent controls.","","","","","","","Icon Normal Trap"
"Energy Drain","Unlimited","Card Text Target 1 face-up monster you control; it gains 200 ATK/DEF for each card your opponent currently has in their hand, until the end of this turn.","","","","","","","Icon Normal Trap"
"Chaos Emperor Dragon - Envoy of the End","Unlimited","Card Text Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your GY. Once per turn: You can pay 1000 LP; send as many cards in both players' hands and on the field as possible to the GY, then inflict 300 damage to your opponent for each card sent to the opponent's GY by this effect. You cannot activate other cards or effects during the turn you activate this card's effect.","Attribute DARK","Level 8","Monster Type Dragon","Card Type Effect","ATK 3000","DEF 2500",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
